"year","week","Afghanistan","Angola","Bangladesh","Benin","Bhutan","Burkina.Faso","Burundi","Cambodia","Central.African.Republic","Chad","Democratic.Republic.of.the.Congo","Djibouti","Eritrea","Ethiopia","Gambia","Guinea","Guinea.Bissau","Haiti","Laos","Lesotho","Liberia","Madagascar","Malawi","Mali","Mozambique","Nepal","Niger","Rwanda","Somalia","South.Sudan","Sudan","Togo","Uganda","United.Republic.of.Tanzania","Zambia","Yemen"
1980,11,9.832029343,32.21277618,32.78523254,34.11962128,14.73112488,41.25936508,31.23216248,33.99134445,37.13267136,40.01767731,33.84580994,34.25910568,30.99643517,28.69865417,36.56140518,32.99721909,35.4032402,27.24990654,36.23130035,25.94641495,32.98970795,29.31144333,29.05666351,38.85046768,33.18704605,33.02297592,40.89624405,28.33308792,33.99475098,41.52099609,42.48355103,33.57388687,30.92741013,30.96730232,29.10002708,28.42765045
1980,12,10.86398602,37.42933273,34.90496826,34.28549957,16.53013992,42.19567108,29.21575165,33.06881332,36.15948868,42.50119781,33.68391037,33.02335358,31.82727814,28.95305824,39.33088303,34.67406845,36.92722321,27.77217293,36.22843552,26.85909653,32.99934006,27.21577072,28.77048492,39.86977386,30.25491142,35.66625977,43.74610901,27.37755013,33.99206924,41.52005005,43.65491104,35.55965042,32.30103683,31.73331451,29.16962051,27.47320366
1980,13,17.15599442,32.01055908,35.85178375,35.02641296,16.20031738,41.06085587,29.92311287,33.1503067,35.57299805,40.80818558,33.47528839,31.71108055,31.79872894,26.05429077,40.78048706,35.920681,38.81216431,28.58629036,38.17628098,28.14703369,33.97762299,27.72888374,28.05633926,39.84313583,31.22946167,34.6480751,40.82186127,27.02009773,33.88201904,38.43322372,42.6232605,34.28247833,29.82403374,32.66178513,27.73689651,27.3161087
1980,14,17.68136787,31.85239983,36.13938522,35.03557587,15.85887814,42.0006485,28.81934929,33.41137314,33.19096756,41.27082062,33.4032402,35.51724625,28.79109383,24.8830986,38.74089813,34.54262543,35.98109055,28.39530754,38.23373032,27.06645966,33.98696899,28.34184837,29.02056122,39.83945465,36.52901077,36.98312759,43.75794983,26.82161522,38.05962753,37.59192276,40.79870987,34.22243118,30.88780403,32.99428177,28.98459053,28.30765343
1980,15,19.45582962,31.72606659,34.49385071,34.20067215,18.5580368,41.94013977,27.79094887,32.89839554,35.18502808,43.44380188,33.85532379,36.79037857,27.3086338,27.11656761,39.9187088,34.92013168,35.88630295,28.99584198,39.17036819,25.62594986,32.97512817,28.35312462,28.75919914,41.38592148,33.18606567,38.44783783,42.777771,24.76325417,35.58034134,35.03298569,41.93988037,34.13666916,27.42489624,30.97935677,28.31946564,27.81480026
1980,16,21.98458099,35.1220932,35.50197601,35.28768921,19.33298492,41.95996475,26.89941597,33.23659134,36.16804123,43.2674675,33.46865082,33.50506592,28.58278847,29.95490074,39.92112732,34.91913986,38.42338562,28.05639076,38.15910721,23.93696213,33.41419601,27.26380348,27.09027863,40.56335831,34.78145218,37.50776672,43.64814377,24.02253342,35.50760651,33.94290924,42.79994583,34.07572174,26.7187252,30.58629799,26.82937431,25.38872528
1980,17,24.09893799,31.13274574,34.90155029,33.91749954,19.79872513,42.83693314,29.44418144,33.44670868,33.1387825,43.62329102,33.11399078,35.95046234,27.96367836,26.83635139,39.77674103,33.24235153,37.17517471,28.40017128,39.98310089,23.89959145,38.63736725,27.34467125,27.21268654,41.36544418,30.01494026,38.88944244,44.70839691,25.62792587,34.20812225,35.84944534,44.53417206,33.51158524,28.56510353,30.98512459,27.98516655,27.86689949
1980,18,25.90234566,31.10800552,34.02236176,33.48978806,18.0601635,41.37553024,27.99223709,33.61460114,35.12374878,41.63317871,32.37827301,37.02510071,31.4712925,26.97615814,38.61148834,32.24209213,37.33488464,28.78972435,39.66485214,25.04221153,31.98907089,28.07635689,29.06786156,39.91216278,33.50217819,36.10374069,42.52197647,24.96403885,33.43054962,36.41706848,44.69355392,33.04956436,27.93789482,30.72269821,28.35548401,28.3286953
1980,19,24.51475334,30.35225105,37.5597229,32.74925232,17.02327728,40.8125267,28.63762474,33.07893372,34.30097198,42.46118927,32.32305145,37.2759285,29.11294746,26.94160843,39.75024796,32.33749771,36.36951828,29.94522285,36.42182541,24.80678368,33.96959686,27.39209747,29.17980385,41.0857811,33.07107925,35.61018372,41.68130493,26.04261589,33.39572525,32.03360748,44.01807404,36.27854156,28.50071526,30.88532066,28.74737167,28.23364639
1980,20,23.30210876,29.67992973,34.56412888,32.56586456,16.4755249,42.63376999,32.52999496,33.15568924,33.28885269,41.44672394,32.34914398,37.18276978,30.11240196,27.42791176,39.0692215,31.28523445,35.86189651,28.88835907,36.2894516,24.28766251,32.44527054,25.68154144,28.3013916,39.15843582,29.9883461,36.10772705,42.62398911,30.93799973,33.42722702,33.77960587,43.43793488,32.80390549,33.64281082,29.25172997,27.89288712,28.3265152
1980,21,25.89959335,30.26882553,34.48949432,32.18732834,17.88441086,39.99546051,27.95626068,32.63066483,32.2892189,40.02608109,30.32056999,36.39392853,28.47860718,26.41898346,39.04609299,31.68642998,38.04244232,31.09300804,33.36507416,21.60887718,31.01247025,21.55971718,25.30406189,38.98601913,29.20938492,37.25855637,41.58404922,25.03198242,32.43087387,32.78988647,42.84415436,32.05101013,27.2537117,31.01424408,24.76438904,28.31149292
1980,22,28.5064373,30.51793098,32.47772598,31.94465446,18.46692085,37.71990204,27.52536583,32.76286697,32.22908401,39.04628754,29.59638596,39.46508408,27.66861725,24.0236454,37.93027496,31.38607979,35.03579712,29.12677574,34.01733398,18.3570652,31.95005035,23.72105789,24.34733772,37.94759369,27.9998436,34.7008667,39.55243683,25.41256142,31.3920517,35.94622421,42.45275497,31.03720856,27.08204269,31.07406998,24.76435852,28.03301239
1980,23,29.86035347,27.71863174,31.91286469,31.29146194,19.97965813,35.45148087,27.7763195,32.97037888,34.22645187,37.36313629,29.54516983,40.48223495,28.68298721,23.09251022,36.98798752,31.07637215,33.31082535,29.94539833,34.83030319,18.87628746,31.95306015,23.35806274,25.25396347,36.06520081,29.32860565,35.24080276,37.57814407,25.33109283,32.50546265,32.37440872,41.49667358,31.23087883,27.61749458,29.95341492,22.66768074,28.24193764
1980,24,31.37338829,27.20411491,32.95779037,31.60636711,19.64316559,36.01503372,28.93426132,33.91559219,33.18235779,39.89198685,29.5199337,39.72707367,30.32816124,24.26945686,37.80525208,31.73477173,33.91390991,29.78718948,32.33336258,19.64418221,30.22336006,25.366745,24.52553368,37.43104172,26.60590935,34.37626648,39.69725037,26.26807404,31.69830894,33.27783585,44.43253326,31.2426815,28.74837875,29.370327,25.9396286,29.31562042
1980,25,30.54248619,28.70148277,33.02402115,30.47316742,21.13541222,36.93177795,28.66196442,31.80049706,31.24463844,38.05199051,29.58805656,41.57025146,27.76684761,22.70800972,35.05698395,30.77625847,33.46953201,29.93679428,31.1408844,15.40680027,29.02827072,22.30313683,25.2882309,35.90854645,27.08469009,33.48865891,39.54869843,26.80433464,31.43753624,32.20375824,40.54870987,30.05740356,28.31985283,30.18880653,25.83639145,30.32250023
1980,26,28.12425423,26.7082653,33.3300209,30.429842,22.89772224,33.97619247,27.66269302,29.95987511,32.2432518,37.92737579,30.35346985,43.63237762,28.16149902,27.7344799,34.80736923,30.39051628,33.18094254,30.7241993,33.64712906,20.00669098,28.96640015,25.35366631,27.38644028,35.67325592,32.73448563,35.35032272,35.71181488,25.23353004,32.56412888,32.71617889,43.5461731,29.07339859,27.38900948,30.45948029,25.96597481,29.31202126
1980,27,29.03674698,27.43982315,37.96504211,30.50902557,21.56602478,35.73660278,27.64654732,30.34090424,31.1193924,34.68582153,28.01758194,41.00259399,26.40877342,21.98716354,33.43276215,30.14722824,32.09812546,31.70867348,34.65221786,16.62657356,28.82402039,22.86008835,23.26702499,34.44281387,26.00607872,32.88624573,35.4393158,25.74251747,30.55068588,31.60152435,38.1673317,30.08992386,27.02652931,27.75937843,22.69724274,28.1860199
1980,28,29.26031303,25.44499969,32.49657059,31.55449677,22.29906273,34.89069366,28.73390579,30.69855118,34.86383438,33.03488159,27.99694633,40.09763718,31.2946167,20.65005493,34.84180069,29.53372383,32.1114502,31.4398098,33.99061584,19.36234856,27.9155674,21.08669472,24.25746536,34.94897079,27.57837868,33.64614868,34.84292984,26.37713623,30.56155396,31.87851715,38.84933472,30.34996605,27.29039764,29.03971481,22.73886871,29.18143654
1980,29,29.99034691,25.24191093,31.53616905,29.22787666,18.62463951,34.75515747,29.84212685,31.15288925,33.1148262,33.01543808,28.52655983,41.81452942,24.57018089,22.39714622,34.10277939,28.43079758,30.9240818,31.17844582,33.99643707,18.3088398,28.8602829,24.24923325,24.24206161,32.57374954,28.91160965,33.574543,33.59062576,27.39684486,44.20296097,32.31351852,38.49105072,29.07371712,28.30474854,27.6668129,22.8237648,35.27413177
1980,30,30.34243393,27.43826866,33.40979004,29.21953773,19.37555122,34.80007553,28.89080429,29.84659386,30.93749046,33.36991882,31.73904228,40.26876068,23.98202515,19.02290535,33.78407669,29.75237465,31.29883766,32.0529747,31.90526581,20.50616837,29.92999268,20.79794502,23.80739021,33.51186371,26.38390732,34.39501572,36.46325302,26.56370354,33.25193787,31.12772751,41.48603821,29.03280067,27.66600609,28.41698456,23.83440399,29.18174934
1980,31,30.0652771,26.07494736,31.88624763,29.56190681,20.28810883,33.78488541,28.28546906,35.18854523,32.06167603,33.98825836,30.66530609,41.33287048,26.04528427,20.89278412,35.47700119,29.1659832,31.35327721,31.1946125,33.05081177,20.91882515,28.68549156,22.40473938,25.27174377,32.39175797,27.76486778,33.12750244,34.49590302,26.67970085,30.81950378,31.7988472,38.20851898,29.03248787,28.07180023,30.54412651,25.31776047,28.31227875
1980,32,30.15200806,25.76241493,31.11096573,29.5159893,19.63033485,37.41207504,31.06165314,29.95407295,32.98486328,33.06595612,32.51735306,39.84519577,25.68068886,26.7533741,32.21720505,28.90666389,30.78912735,29.38042259,33.04172516,20.21411705,32.86377716,24.86869049,24.19620895,30.61515236,26.53112221,33.48882294,34.69541168,27.7043457,31.15379524,32.14162445,39.22911453,29.79496193,29.01573372,34.76826477,25.29136848,26.3333416
1980,33,28.16931915,26.42590332,33.06752014,29.37869263,20.05164719,31.78507614,30.2564373,28.87822342,33.00130844,32.8748436,28.61536026,39.91896057,25.44554901,20.39525223,32.14011765,32.30030823,30.92546272,30.41617203,33.3065834,19.33773804,28.96751595,23.47782707,28.10404968,31.56278229,30.13352013,34.08033371,33.67261505,27.28454018,29.15180779,31.29817581,39.31583786,29.88895798,28.36775398,28.81762886,29.30277061,28.04368782
1980,34,31.02775955,26.60507011,32.05189896,29.22750854,20.38736725,32.85168076,31.09381676,30.89129257,31.09863663,31.26410103,32.63627625,37.82354736,25.42471313,22.95303345,33.91930771,28.9495182,32.02336884,30.46517944,32.04668427,23.56134605,27.00234032,21.87103653,27.03286171,31.33407784,32.85665894,35.28230286,33.69470215,27.85744476,29.88488388,32.10255432,37.41799164,29.13452721,29.1099453,28.61195564,28.80579758,28.32220268
1980,35,28.19903183,28.31027985,34.44750595,30.72546959,21.828125,32.94761658,30.91341019,29.38392448,32.99487305,32.55535889,32.57656479,39.19683075,25.43367958,22.53361893,33.02957916,28.66386795,30.92474747,30.50958061,35.12702942,23.57280159,27.97763824,24.66498566,29.09811211,36.07799149,29.11164474,33.69141006,35.58456421,27.35617638,30.89592171,32.0093689,38.24553299,30.31135368,28.42187119,30.88449097,28.79467583,29.78015709
1980,36,27.21925354,26.63521385,32.21247101,31.56412506,20.38286591,33.98081207,30.94488335,29.81661606,31.36791229,34.78139114,28.56515884,40.81077194,26.36445808,23.77234268,32.27358246,29.98838615,31.51794624,30.90315247,31.81232452,26.42260933,31.00534439,24.37607956,31.74809837,31.80685997,32.03004837,33.89798737,35.56161499,27.25482559,31.55408096,35.19559479,39.8190155,30.78370476,28.7427578,31.45358849,32.3830452,28.90239143
1980,37,24.91545677,27.81479836,34.72524643,30.0979538,20.01831436,33.91774368,30.8526783,31.09642982,31.06301498,36.86568451,33.48374557,38.08850098,28.77913475,22.16811943,33.50107193,30.33987427,31.91438675,30.75264359,32.15748978,24.19244766,30.12542725,26.18226624,28.09500122,33.44118881,32.46860504,33.62332153,35.72246552,27.02587318,31.63448715,32.04736328,39.11907196,33.60237122,28.48876953,31.74419975,29.62935829,29.27192116
1980,38,26.47351074,27.72402954,32.99789047,31.64212227,19.54777718,36.89963913,32.11096954,31.22126961,36.59989166,37.05403137,33.51620865,38.20800781,27.16594315,23.16787529,34.18206024,31.13258743,33.07936859,30.8578167,31.46274757,24.86364555,29.03866959,27.78306961,31.76289368,35.00240326,30.87356377,32.76125717,38.6684227,28.34612846,31.51426315,33.93992996,40.70925522,31.07814789,29.75206184,34.79372025,32.76415253,28.42541885
1980,39,24.47154808,28.2110939,33.17394638,30.66363716,18.54174423,36.99055862,32.81585693,30.50144577,31.9783535,36.04480362,34.43017197,35.93083572,25.36997414,22.2804718,33.20653152,31.31189156,32.40973663,30.5549736,31.68660164,14.84906387,30.99542236,26.66556168,29.3148613,34.41645432,25.4017334,34.02275848,38.70119095,28.9240284,32.56356049,33.70394897,40.74559021,30.77142143,30.09120369,32.86456299,30.76402092,27.45551872
1980,40,26.11141396,30.55652809,31.23657036,30.80460358,19.36599159,37.85339355,31.48954582,30.93615913,30.81931496,35.46986389,31.77185249,33.66259003,26.36470604,21.32983589,35.60928345,31.77375221,33.0302124,30.75365829,32.40612411,29.6348877,29.900774,26.37828255,30.94887924,34.41398621,32.72870255,33.24181366,38.65086365,28.11217117,31.96765709,34.35427856,40.80233383,30.09223557,30.52119064,32.5364151,40.44411087,27.00367928
1980,41,24.78086853,28.89467812,32.59089279,31.62745857,16.39400482,38.88859177,31.30078888,31.93083191,32.05115891,38.25733948,31.95399094,37.85339355,27.12285995,22.73573494,35.22524643,31.74372101,37.20614243,29.89824104,33.14702988,31.63382721,31.89979172,29.22281647,29.42032623,36.50288391,31.08338547,32.23773193,40.60489273,27.72693253,32.71699142,34.08599854,41.04898071,31.07533836,29.77071381,32.67310333,31.21302605,26.25414276
1980,42,20.28147507,29.02934074,32.20984268,31.55497551,16.96900368,38.93568802,28.74823761,32.19007111,31.41317749,38.25346375,31.31686211,36.90907669,27.92801285,25.21100807,36.57737732,31.99970818,34.70386124,30.54025459,33.01455688,29.31817436,31.89913368,29.13029289,30.46103096,36.90206528,31.46755219,31.96687126,40.59370422,26.11231995,34.50722122,36.08470917,42.78154755,34.19884109,28.52560806,34.62976074,32.52461624,24.56803322
1980,43,20.68609047,31.22792816,30.71053505,31.50152397,16.37190056,36.6713028,31.37058258,30.41790962,31.3606472,38.10201645,36.30572128,35.28031158,26.16540337,23.86095238,35.50904465,31.27413177,34.20970917,29.94106865,32.66748428,29.23345566,31.57211113,29.19213867,31.51578712,35.06951141,33.73455429,30.99396324,39.60544968,27.78624916,33.66484451,34.47879791,39.49738693,32.20344162,29.81892395,34.69957352,32.86917877,25.97764206
1980,44,11.8536129,30.66553116,31.09817123,31.94479561,17.74371147,37.76059723,30.73978615,31.285923,32.64983368,39.03996277,31.26317024,34.27996826,25.25364876,24.37805748,35.5920372,31.37532806,33.27248383,30.27397919,30.4082756,31.90494537,31.58751488,27.27554321,28.8753109,34.97121429,35.23921967,30.69223213,38.75559616,27.69113731,34.2299118,35.99187088,39.43399429,32.75099564,29.93439293,35.62903595,30.64330864,24.17968941
1980,45,16.2523365,29.54770088,31.92373276,32.87683487,18.32533455,38.02444839,28.94399071,31.55834007,33.64339066,38.06707764,33.14276123,32.48592758,26.07673645,26.17998505,36.21059036,32.76943207,34.0714035,28.83237839,32.8404808,29.21636009,30.76202774,28.92380142,32.74249268,36.48772049,35.49386978,29.49836922,40.86859512,26.16955376,32.35786057,35.1337471,43.05033493,32.80279922,29.23152542,33.37297058,31.64848328,26.40733719
1980,46,17.40666199,28.65931511,31.3585968,32.52542114,16.22102928,37.17765808,27.29271889,31.65317917,33.12129593,35.98735809,31.42858887,32.35470963,23.85201836,22.96839905,36.45356369,31.87495422,34.26682663,29.00006104,31.37434769,30.42620659,31.92933083,28.6245327,33.79528809,35.73181152,39.09362411,30.14486694,38.70292282,24.46014023,33.04585648,35.26435852,40.05090714,32.22233963,27.60548973,35.26844025,33.42027283,22.30355263
1980,47,14.62163258,29.42092323,30.49161911,32.47538757,14.21634865,36.22071457,28.79998016,30.88955879,32.20499039,36.35227966,32.34679413,32.81036758,24.10250854,24.21746254,35.67258072,31.60907555,33.77624893,27.99116707,30.89828491,29.44102478,31.59656525,29.23281097,32.62335205,34.76713943,36.68032455,33.5341568,37.90710068,25.9805851,33.96144867,34.8850441,34.52669907,32.06199265,29.16247368,34.65242004,31.74138641,25.0321331
1980,48,9.963385582,28.71343613,29.02346802,32.52550125,18.6386776,36.3285675,29.85039139,31.93063545,32.51819992,37.61548996,33.28557587,31.36016273,25.0681572,23.28298759,35.65356827,32.87771988,34.27375031,27.24322128,32.50323868,27.82026291,31.44204521,29.27703667,33.43968201,34.08114624,35.16535187,27.21234131,37.89472961,27.14784241,37.03981781,36.5329628,36.58739471,32.86787796,29.51333618,34.73223495,28.74189758,23.46865463
1980,49,14.76223373,28.84960938,30.51159096,33.06044388,18.03170013,37.29784775,27.77819443,30.76493835,33.74066544,36.74169922,32.40813065,33.00827026,24.8746891,23.83145905,35.15525818,33.0540123,34.15053558,27.39292336,31.29927635,28.18288422,32.91059875,28.28943253,29.28645515,35.24575043,31.01573372,26.62537575,37.8754921,26.08633804,33.60703659,35.64622879,36.39904785,32.91976547,29.41807175,32.11277008,28.18336868,22.56210899
1980,50,8.958209991,31.75816917,28.27470589,32.55078506,15.28361893,33.44771957,28.35411835,30.70490456,34.95758438,31.28982735,32.38887405,30.21665001,26.6594162,23.51815224,34.17447662,32.51481247,32.68591309,27.36586952,30.55984497,30.2570343,32.25674057,28.85126877,28.15688705,32.50304794,35.18159866,25.60407066,33.97998047,26.15299225,36.04669952,35.67082977,30.96391869,31.94963646,29.05721855,32.44523239,28.18458557,24.50948143
1980,51,9.195536613,30.61301231,27.81646919,32.98204803,16.65723801,32.23917389,28.7930584,30.80162621,32.40255737,31.38003349,31.4006691,32.0920372,28.52918625,24.8464241,32.65904236,31.73539925,32.74321365,26.77236366,30.38786888,30.97036743,31.66828156,26.35678101,30.90686798,32.22338867,38.49837494,24.4987011,32.02157211,26.25644112,35.88110352,36.52296448,34.27581024,31.97096062,29.42222977,31.43770027,26.49989319,24.02239227
1980,52,7.468167782,29.78866577,28.78389359,32.35881424,14.84053516,34.28970337,35.76198959,30.96135902,33.10375595,31.5956955,31.3927021,30.71809196,23.77824402,22.94227028,35.06413651,32.46111298,34.57877731,26.85551071,29.07914543,32.57371521,31.75181198,27.6988945,27.69212151,34.20979691,34.82258987,25.37568474,33.82274628,32.31238937,34.94749069,35.78334808,36.75169373,31.93436623,34.42858505,33.01729202,27.68383598,23.11842728
1981,1,1.249166965,30.73253632,26.59252167,32.54246521,8.384220123,31.30153847,26.68810654,31.07586861,32.99796677,28.35967827,31.4353447,31.73388863,23.81849289,23.87990189,32.72631454,31.05814934,33.5658989,27.40962601,30.92494202,32.40005112,32.6219902,28.39837456,28.76471138,31.24239731,39.58971024,22.47987938,29.5500946,24.93844795,35.11635971,36.57638168,29.1665802,32.1719017,28.35288811,32.56125641,28.76767731,23.60859489
1981,2,1.816448927,29.8007679,25.03907967,32.95832443,5.840157986,36.11532974,29.23887444,31.17535782,33.17753601,32.15677643,32.0713501,29.21043015,25.06921196,23.87636185,34.98054504,32.06348038,33.18235779,27.61839676,29.93570518,31.35592651,32.46356583,29.03030205,27.91507721,37.35390854,33.67763519,21.96444893,34.95330811,27.22882462,33.96411896,37.26421738,32.98361969,32.05327988,31.27175903,32.81410217,28.76001358,23.60402489
1981,3,4.690249443,30.94368744,29.16565132,33.86073303,11.83561802,33.3285675,29.65213585,30.73206329,34.47449493,34.2657547,32.33987427,30.90960503,26.39883614,24.69590378,34.19209671,33.31169891,35.55880737,27.58367348,29.79069328,33.16612625,34.53392792,28.09761429,27.91912842,35.00611496,36.32601547,25.96361542,33.04076385,27.28749084,33.95513916,38.57718277,32.90504837,33.15522385,30.42822647,34.76965714,26.79616165,26.03474617
1981,4,1.902280092,30.68867874,27.3186264,32.9297142,8.84204483,34.2183876,41.01938629,31.49840927,32.39319992,31.21646118,31.44697571,32.91981125,28.37572861,25.8350563,38.09402084,34.31040192,38.11971283,26.39630699,31.57441139,32.25691986,34.48074341,31.1579361,29.20835686,34.21345901,36.91301346,23.00231171,32.92613602,37.97981644,31.59799194,38.57549667,33.00083542,32.90812683,33.01335907,33.79340744,28.34487152,25.62758064
1981,5,0.787587345,30.66998672,27.35757828,34.28011703,13.25673962,35.21165848,28.22764778,31.36783981,37.0837326,34.9981575,32.38149261,35.82829666,27.04603767,24.3183403,36.36998749,33.34413147,35.21389389,27.47715187,33.55297089,27.59934044,33.49172592,28.6499176,29.61705971,35.23070145,32.87350082,24.60173225,34.00210571,29.46882057,34.97971725,37.49987411,32.66592026,32.45968628,32.47701263,32.80959702,25.9310379,24.46234512
1981,6,4.485536098,30.36676025,28.90839386,34.41195679,15.55604267,39.22140503,29.81816101,31.30913734,34.02923584,36.50007248,31.47083664,30.46525764,29.36743546,25.87447357,36.53878021,33.43558884,34.39205551,27.34512138,32.30186081,28.87322617,35.04406357,32.49515152,27.42008781,38.04172134,30.35730553,25.98203087,37.04278564,27.9690876,34.45317078,38.75277328,33.6968956,33.23852539,31.51945686,33.06796646,26.50761795,24.42617989
1981,7,4.262328148,31.3938179,28.8107605,34.4920578,13.9168148,40.22284317,31.03023148,31.74154282,37.01922226,40.18002701,34.98925781,30.13721085,26.3688755,27.75838089,37.80686951,34.85007477,36.99268723,27.61502266,35.29380417,27.13055038,33.33789063,27.26151657,27.38037682,37.1816864,33.37656021,28.38094711,39.83865738,28.99181366,32.20499039,37.48077011,32.24236679,33.30574036,31.75458336,32.63722229,28.43167686,22.40830231
1981,8,6.862506866,31.53059959,31.24011803,34.23083115,16.49816895,39.30865479,30.29118538,32.09230804,36.92789841,41.45842361,33.44994354,32.66164017,28.37187767,26.81456757,39.68979263,35.15567017,38.1273613,28.72733307,37.16384125,26.95992088,35.81742096,27.03634453,26.49523163,37.24129868,32.23386383,29.56475449,38.9201088,28.03173637,38.1473465,39.35097504,37.91646194,32.36970139,31.30001259,31.6509819,26.69843674,26.40608025
1981,9,7.894238949,32.18484879,32.15827179,34.48833084,15.73547745,41.22206116,30.25844002,33.04018402,37.21928024,39.67126465,33.36996078,33.78113937,26.3889637,27.52917671,40.62255859,35.03059006,38.73096085,28.45502472,35.86749649,28.14607239,32.99507904,28.61040306,28.46314812,39.85578537,33.48977661,29.77505875,40.95904922,28.31079865,33.55489349,41.52004242,35.02636337,33.24068451,31.56749153,33.54681015,28.21331596,26.84693718
