,SMB,HML,SMB_bin,HML_bin,SMB_1yr_future_return,HML_1yr_future_return,SMB_yr_bin,HML_yr_bin,Mkt-RF_prev,RF_prev,SMB_prev_month,HML_prev_month,SMB_prev_year,HML_prev_year,12m_nom_gdp_forecast,12m_ip_growth_forecast,12m_cpi_forecast,12m_real_gdp_forecast_calculated,12m_real_ip_growth_calculated,12m_unemployment_rate,year_of_deficit_pct_gdp,shiller_cape,seasoned_corp_bond_yield_prev_month,ttm_pe_previous_month,sp500_return_prev_month,sp500_return_prev_yr,TS_Slope_Change_prev,TS_Level_Change_prev,Business_Confidence_chg_prev,IP_chg_prev,Spread_chg_prev,Div_yield_chg_prev,12m_nom_gdp_forecast_changerate,12m_ip_growth_forecast_changerate,12m_cpi_forecast_changerate,12m_unemployment_rate_changerate
198712,0.0013,-0.0449,1,0,0.029734371,0.092083271,1,1,-0.0777,0.0035,0.0277,0.0314,-0.089146367,0.007416063,0.073111381,0.027334852,0.048363742,0.02474764,-0.02102889,0.06,-3.0839,13.59,0.1001,0.133295538,-0.085348865,-0.075916852,0.0014,0.0004,-0.001380744,0.005309927,0.109090909,-0.028818444,-0.01347219,-0.011857547,-0.002865159,-0.002
198801,-0.0077,0.0508,0,1,0.048451205,0.125699906,1,1,0.0681,0.0039,0.0013,-0.0449,-0.088691304,-0.041363872,0.073111381,0.027334852,0.048363742,0.02474764,-0.02102889,0.06,-2.96343,13.39,0.1011,0.141889117,0.07286148,0.02027503,-0.006,0.0014,-0.002369153,0.004791709,-0.032786885,-0.011869436,-0.01347219,-0.011857547,-0.002865159,-0.002
198802,0.0336,-0.0165,1,0,0.033975964,0.076742458,1,1,0.0421,0.0029,-0.0077,0.0508,-0.079038987,0.040420206,0.073111381,0.027334852,0.048363742,0.02474764,-0.02102889,0.06,-2.96343,13.9,0.0988,0.142798354,0.040432269,-0.062062102,-0.0053,-0.00305,-0.006427476,0.000450804,0.008474576,-0.057057057,-0.01347219,-0.011857547,-0.002865159,-0.002
198803,0.0616,0.0074,1,1,0.027973781,0.104331589,1,1,0.0475,0.0046,0.0336,-0.0165,-0.080195861,0.088451519,0.073111381,0.027334852,0.048363742,0.02474764,-0.02102889,0.06,-2.96343,14.3,0.094,0.150790378,0.041817403,-0.057635483,-0.0008,-0.0006,-0.006415179,0.004356341,0.025210084,-0.057324841,-0.01347219,-0.011857547,-0.002865159,-0.002
198804,0.0096,0.0169,1,1,-0.024509432,0.101262174,0,1,-0.0227,0.0044,0.0616,0.0074,-0.027135525,0.078601279,0.073111381,0.027334852,0.048363742,0.02474764,-0.02102889,0.06,-2.96343,14.67,0.0939,0.159986226,-0.03334326,-0.112478559,0.0034,0.0024,-0.003743428,0.002185547,-0.032786885,-0.037162162,-0.01347219,-0.011857547,-0.002865159,-0.002
198805,-0.0264,0.023,0,1,-0.039485763,0.067257226,0,1,0.0056,0.0046,0.0096,0.0169,-0.000911429,0.100461162,0.073111381,0.027334852,0.048363742,0.02474764,-0.02102889,0.06,-2.96343,14.43,0.0967,0.163200373,0.009424744,-0.093736993,1.00E-04,0.00295,0.000923293,0.005640612,0.042372881,0.01754386,-0.01347219,-0.011857547,-0.002865159,-0.002
198806,0.0216,-0.0107,1,0,-0.013835218,0.034707445,0,1,-0.0029,0.0051,-0.0264,0.023,-0.022104521,0.124310165,0.082067813,0.037241888,0.0529462,0.029121613,-0.015704312,0.056,-2.96343,14.03,0.099,0.162835314,0.003176126,-0.096311622,-0.0018,0.0042,0.003588918,-0.001287775,-0.073170732,0.010344828,0.008956432,0.009907036,0.004582458,-0.004
198807,-0.0021,0.0227,0,1,-0.044435672,0.068803738,0,1,0.0479,0.0049,0.0216,-0.0107,0.021281968,0.100504647,0.082067813,0.037241888,0.0529462,0.029121613,-0.015704312,0.056,-2.96343,14.77,0.0986,0.166757308,0.043256011,-0.100328947,-0.0048,-0.0014,0.004600636,0.002537481,0,-0.034129693,0.008956432,0.009907036,0.004582458,-0.004
198808,0.0004,0.0203,1,1,-0.080919288,0.015400129,0,1,-0.0125,0.0051,-0.0021,0.0227,0.026011553,0.118106599,0.082067813,0.037241888,0.0529462,0.029121613,-0.015704312,0.056,-2.96343,14.61,0.0996,0.16277352,-0.005411375,-0.14636294,-0.0011,0.00355,-0.00052464,0.000419197,0.00877193,-0.024734982,0.008956432,0.009907036,0.004582458,-0.004
198809,-0.0125,-0.0068,0,0,-0.076693208,0.00236304,0,1,-0.0331,0.0059,0.0004,0.0203,0.033865792,0.151164645,0.082067813,0.037241888,0.0529462,0.029121613,-0.015704312,0.056,-2.96343,14.24,0.1011,0.165503638,-0.038600104,-0.207034571,-0.0023,0.00245,-0.004344533,0.004350517,-0.043478261,-0.054347826,0.008956432,0.009907036,0.004582458,-0.004
198810,-0.029,0.0171,0,1,-0.062387796,-0.00429785,0,0,0.033,0.0062,-0.0125,-0.0068,0.015661032,0.140144321,0.082067813,0.037241888,0.0529462,0.029121613,-0.015704312,0.056,-2.96343,14.37,0.0982,0.160471381,0.039729334,-0.155112901,-0.0033,-0.00215,-0.003726901,-0.002688134,-0.018181818,0.042145594,0.008956432,0.009907036,0.004582458,-0.004
198811,-0.0174,0.0124,0,1,-0.066250256,-0.031121406,0,0,0.0115,0.0061,-0.029,0.0171,0.076997774,0.112578709,0.082067813,0.037241888,0.0529462,0.029121613,-0.015704312,0.056,-2.96343,14.81,0.0951,0.1612038,0.025964462,0.107947134,-0.0035,-0.00045,-0.000671611,0.004856754,-0.166666667,0.143382353,0.008956432,0.009907036,0.004582458,-0.004
198812,0.0195,-0.0155,1,0,-0.061498833,-0.053706881,0,0,-0.0229,0.0057,-0.0174,0.0124,0.029734371,0.092083271,0.08408702,0.027298851,0.055324459,0.028762561,-0.028025609,0.057,-2.96343,14.45,0.0945,0.167838776,-0.018890881,0.188449885,-0.0007,0.00445,0.000385025,0.001617926,0.144444444,0.151125402,0.002019207,-0.009943037,0.002378259,0.001
198901,-0.0214,0.0051,0,1,-0.101634832,-0.036117075,0,0,0.0149,0.0063,0.0195,-0.0155,0.048451205,0.125699906,0.08408702,0.027298851,0.055324459,0.028762561,-0.028025609,0.057,-2.70561,14.7,0.0957,0.171685083,0.014687573,0.124008413,-0.0019,0.00175,-0.000404665,0.004779815,0.048543689,0.022346369,0.002019207,-0.009943037,0.002378259,0.001
198902,0.0276,0.0087,1,1,-0.093831742,-0.032664703,0,0,0.061,0.0055,-0.0214,0.0051,0.033975964,0.076742458,0.08408702,0.027298851,0.055324459,0.028762561,-0.028025609,0.057,-2.70561,15.09,0.0962,0.180094916,0.071114792,0.157155611,-0.0045,0.00095,-0.002825885,0.002988059,-0.046296296,-0.032786885,0.002019207,-0.009943037,0.002378259,0.001
198903,0.0074,0.0046,1,1,-0.109087396,-0.035158083,0,0,-0.0225,0.0061,0.0276,0.0087,0.027973781,0.104331589,0.08408702,0.027298851,0.055324459,0.028762561,-0.028025609,0.057,-2.70561,15.47,0.0964,0.1886083,-0.028944149,0.078560143,-0.0003,0.00325,-0.004512392,-0.004488263,-0.058252427,-0.025423729,0.002019207,-0.009943037,0.002378259,0.001
198904,-0.0059,-0.0145,0,0,-0.102189324,-0.067428328,0,0,0.0157,0.0067,0.0074,0.0046,-0.024509432,0.101262174,0.08408702,0.027298851,0.055324459,0.028762561,-0.028025609,0.057,-2.70561,15.3,0.098,0.193708609,0.020805962,0.138977859,-0.0022,0.0009,-0.005962098,0.002280142,-0.103092784,-0.023188406,0.002019207,-0.009943037,0.002378259,0.001
198905,-0.0004,-0.0082,0,0,-0.101376498,-0.07783755,0,0,0.0433,0.0067,-0.0059,-0.0145,-0.039485763,0.067257226,0.08408702,0.027298851,0.055324459,0.028762561,-0.028025609,0.057,-2.70561,15.69,0.0979,0.194509625,0.050089939,0.184862168,0.0024,-0.004,-0.005778583,0.000818858,-0.057471264,0.020771513,0.002019207,-0.009943037,0.002378259,0.001
198906,-0.0101,0.0219,0,1,-0.124120771,-0.104987322,0,0,0.0335,0.0079,-0.0004,-0.0082,-0.013835218,0.034707445,0.079529873,0.020552799,0.05605199,0.023477882,-0.035499191,0.058,-2.70561,16.19,0.0957,0.197382346,0.035137493,0.222612085,-0.0063,-0.00105,-0.00809333,-0.00690063,0.085365854,0.037790698,-0.004557147,-0.006746052,0.000727531,0.001
198907,-0.0402,-0.0284,0,0,-0.102531264,-0.141159182,0,0,-0.0135,0.0071,-0.0101,0.0219,-0.044435672,0.068803738,0.079529873,0.020552799,0.05605199,0.023477882,-0.035499191,0.058,-2.70561,16.64,0.091,0.209015257,-0.007924554,0.162632581,0.0016,-0.0058,-0.008173404,0.00049779,0.04494382,-0.044817927,-0.004557147,-0.006746052,0.000727531,0.001
198908,0.005,0.0072,1,1,-0.094957293,-0.116143542,0,0,0.072,0.007,-0.0402,-0.0284,-0.080919288,0.015400129,0.079529873,0.020552799,0.05605199,0.023477882,-0.035499191,0.058,-2.70561,17.01,0.0893,0.208120805,0.088370259,0.272259396,-0.0006,-0.0025,-0.006035559,-0.008884907,0.010752688,0.014662757,-0.004557147,-0.006746052,0.000727531,0.001
198909,0.0028,-0.0134,1,0,-0.131699325,-0.108596714,0,0,0.0144,0.0074,0.005,0.0072,-0.076693208,0.00236304,0.079529873,0.020552799,0.05605199,0.023477882,-0.035499191,0.058,-2.70561,17.73,0.0896,0.214174252,0.015516716,0.343874376,0.0032,0.0028,-0.002546689,0.00908688,-0.021276596,0.028901734,-0.004557147,-0.006746052,0.000727531,0.001
198910,-0.033,-0.0103,0,0,-0.165901436,-0.08989405,0,0,-0.0076,0.0065,0.0028,-0.0134,-0.062387796,-0.00429785,0.079529873,0.020552799,0.05605199,0.023477882,-0.035499191,0.058,-2.70561,17.71,0.0901,0.200945776,-0.006544367,0.284064539,0.0003,0.00035,0.001042668,-0.003515434,-0.02173913,-0.008426966,-0.004557147,-0.006746052,0.000727531,0.001
198911,-0.0124,-0.0112,0,0,-0.184964082,-0.07839933,0,0,-0.0367,0.0068,-0.033,-0.0103,-0.066250256,-0.031121406,0.079529873,0.020552799,0.05605199,0.023477882,-0.035499191,0.058,-2.70561,17.64,0.0892,0.170783887,-0.025175452,0.220059446,-0.0025,-0.00265,0.002340666,-0.000766234,-0.011111111,-0.025495751,-0.004557147,-0.006746052,0.000727531,0.001
198912,-0.0241,0.0028,0,1,-0.172007354,-0.097412936,0,0,0.0103,0.0069,-0.0124,-0.0112,-0.061498833,-0.053706881,0.075224005,0.022630835,0.046974522,0.028249483,-0.024343688,0.056,-2.70561,17.24,0.0889,0.144514637,0.016541325,0.264121209,0.0012,-0.0014,0.002060877,0.003312352,0.033707865,0.034883721,-0.004305868,0.002078036,-0.009077468,-0.002
199001,-0.0129,0.0087,0,1,-0.144857273,-0.113794153,0,0,0.0116,0.0061,-0.0241,0.0028,-0.101634832,-0.036117075,0.075224005,0.022630835,0.046974522,0.028249483,-0.024343688,0.056,-3.7067,17.65,0.0886,0.137714286,0.021416816,0.272504655,0.0013,0.00025,0.002242951,0.006147412,0.043478261,-0.008426966,-0.004305868,0.002078036,-0.009077468,-0.002
199002,0.0103,0.0061,1,1,-0.100848307,-0.137603193,0,0,-0.0785,0.0057,-0.0129,0.0087,-0.093831742,-0.032664703,0.075224005,0.022630835,0.046974522,0.028249483,-0.024343688,0.056,-3.7067,17.05,0.0899,0.140231648,-0.068817225,0.106262769,0.003,0.0035,0.002853306,-0.006744174,-0.010416667,-0.02266289,-0.004305868,0.002078036,-0.009077468,-0.002
199003,0.0152,-0.029,1,0,-0.074860749,-0.147460626,0,0,0.0111,0.0057,0.0103,0.0061,-0.109087396,-0.035158083,0.075224005,0.022630835,0.046974522,0.028249483,-0.024343688,0.056,-3.7067,16.51,0.0922,0.141605447,0.008539043,0.148965008,0.0004,0.0006,0.00434419,0.010006765,-0.031578947,-0.020289855,-0.004305868,0.002078036,-0.009077468,-0.002
199004,-0.005,-0.0255,0,0,-0.053263231,-0.132798003,0,0,0.0183,0.0064,0.0152,-0.029,-0.102189324,-0.067428328,0.075224005,0.022630835,0.046974522,0.028249483,-0.024343688,0.056,-3.7067,16.83,0.0937,0.142926305,0.024254984,0.152847044,0.0011,0.00085,0.003418678,0.004824228,-0.086956522,0.01183432,-0.004305868,0.002078036,-0.009077468,-0.002
199005,-0.0257,-0.0374,0,0,-0.043748289,-0.097469199,0,0,-0.0336,0.0069,-0.005,-0.0255,-0.101376498,-0.07783755,0.075224005,0.022630835,0.046974522,0.028249483,-0.024343688,0.056,-3.7067,16.81,0.0946,0.133865533,-0.026887139,0.068337334,0.0039,0.00195,0.001071927,-0.001623662,0,-0.020467836,-0.004305868,0.002078036,-0.009077468,-0.002
199006,0.0143,-0.0194,1,0,-0.021861382,-0.067747376,0,0,0.0842,0.0068,-0.0257,-0.0374,-0.124120771,-0.104987322,0.079832087,0.027598896,0.048487199,0.031344888,-0.020888303,0.056,-3.7067,17.39,0.0947,0.124059622,0.09198919,0.127012428,-0.0038,-0.0025,-0.001545701,0.002192785,0.119047619,-0.023880597,0.004608082,0.004968061,0.001512677,0
199007,-0.0321,-0.0001,0,0,-0.034976521,-0.037800448,0,0,-0.0109,0.0063,0.0143,-0.0194,-0.102531264,-0.141159182,0.079832087,0.027598896,0.048487199,0.031344888,-0.020888303,0.056,-3.7067,17.82,0.0926,0.124919243,-0.008886366,0.125919796,-0.0016,-0.0009,-0.003927392,0.003250146,0.021276596,-0.021406728,0.004608082,0.004968061,0.001512677,0
199008,-0.0358,0.0158,0,1,-0.01224428,-0.049732916,0,0,-0.019,0.0068,-0.0321,-0.0001,-0.094957293,-0.116143542,0.079832087,0.027598896,0.048487199,0.031344888,-0.020888303,0.056,-3.7067,17.75,0.0924,0.122188773,-0.005223158,0.02909734,0.0019,-0.00165,-0.006265043,-0.001199572,0,-0.0125,0.004608082,0.004968061,0.001512677,0
199009,-0.0367,0.0073,0,1,0.040718767,-0.071810395,1,0,-0.1015,0.0066,-0.0358,0.0158,-0.131699325,-0.108596714,0.079832087,0.027598896,0.048487199,0.031344888,-0.020888303,0.056,-3.7067,16.17,0.0941,0.117845795,-0.094314184,-0.082202342,0.0061,0.00195,-0.00614614,0.003051346,0.041666667,-0.03164557,0.004608082,0.004968061,0.001512677,0
199010,-0.0551,0.0022,0,1,0.097978286,-0.087751703,1,0,-0.0612,0.006,-0.0367,0.0073,-0.165901436,-0.08989405,0.079832087,0.027598896,0.048487199,0.031344888,-0.020888303,0.056,-3.7067,15.3,0.0956,0.117905851,-0.051184307,-0.123442666,0.0022,-0.0015,-0.006610439,0.001375031,0.08,0.009803922,0.004608082,0.004968061,0.001512677,0
199011,0.0033,-0.0316,1,0,0.172462791,-0.093668301,1,0,-0.0192,0.0068,-0.0551,0.0022,-0.184964082,-0.07839933,0.079832087,0.027598896,0.048487199,0.031344888,-0.020888303,0.056,-3.7067,14.82,0.0953,0.120225542,-0.006698213,-0.106828025,-0.0014,-0.001,-0.006865819,-0.007535316,0.12037037,0.009708738,0.004608082,0.004968061,0.001512677,0
199012,0.0079,-0.0154,1,0,0.162997079,-0.082156653,1,0,0.0635,0.0057,0.0033,-0.0316,-0.172007354,-0.097412936,0.057430352,0.003649635,0.044194757,0.013235595,-0.040545122,0.065,-3.7067,15.19,0.093,0.115729373,0.059934214,-0.068701378,-0.0029,-0.00245,-0.006805235,-0.011738571,0.090909091,0.032051282,-0.022401735,-0.023949261,-0.004292442,0.009
199101,0.0379,-0.0184,1,0,0.128034472,-0.105368413,1,0,0.0246,0.006,0.0079,-0.0154,-0.144857273,-0.113794153,0.057430352,0.003649635,0.044194757,0.013235595,-0.040545122,0.065,-4.37207,15.85,0.0905,0.116421053,0.024827757,-0.065591379,0.0043,-0.00395,-0.005421889,-0.006487204,0.045454545,-0.01552795,-0.022401735,-0.023949261,-0.004292442,0.009
199102,0.0395,-0.0054,1,0,0.17889873,-0.047494426,1,0,0.0469,0.0052,0.0379,-0.0184,-0.100848307,-0.137603193,0.057430352,0.003649635,0.044194757,0.013235595,-0.040545122,0.065,-4.37207,15.61,0.0904,0.118129139,0.041517752,0.045125825,0.0021,-0.00155,-0.003702697,-0.004414263,0.02173913,0.034700315,-0.022401735,-0.023949261,-0.004292442,0.009
199103,0.0389,-0.0123,1,0,0.144081807,0.018681057,1,1,0.0719,0.0048,0.0395,-0.0054,-0.074860749,-0.147460626,0.057430352,0.003649635,0.044194757,0.013235595,-0.040545122,0.065,-4.37207,17.35,0.0883,0.11970684,0.067281175,0.105998947,0.0014,-0.0008,0.000447562,-0.006808195,-0.120567376,0.036585366,-0.022401735,-0.023949261,-0.004292442,0.009
199104,0.005,0.0142,1,1,0.08990063,0.06901176,1,1,0.0265,0.0044,0.0389,-0.0123,-0.053263231,-0.132798003,0.057430352,0.003649635,0.044194757,0.013235595,-0.040545122,0.065,-4.37207,17.82,0.0893,0.117267628,0.022202833,0.103783017,0.0033,-0.00135,0.005299118,-0.005316083,-0.064516129,-0.017647059,-0.022401735,-0.023949261,-0.004292442,0.009
199105,-0.0034,-0.0057,0,0,0.018108171,0.099473641,1,1,-0.0028,0.0053,0.005,0.0142,-0.043748289,-0.097469199,0.057430352,0.003649635,0.044194757,0.013235595,-0.040545122,0.065,-4.37207,18.16,0.0886,0.120694543,0.000319799,0.134643318,0.0021,-0.00135,0.009565414,0.002092724,-0.068965517,0.011976048,-0.022401735,-0.023949261,-0.004292442,0.009
199106,0.0007,0.0121,1,1,0.025565716,0.119930507,1,1,0.0365,0.0047,-0.0034,-0.0057,-0.021861382,-0.067747376,0.074311811,0.047098002,0.044378698,0.029933113,0.002719304,0.065,-4.37207,18.04,0.0886,0.124894065,0.038604975,0.079173865,0.0001,0.00035,0.012800755,0.009982329,-0.074074074,-0.023668639,0.016881459,0.043448367,0.000183941,0
199107,-0.0093,-0.0125,0,0,-0.006819491,0.144163763,0,1,-0.0494,0.0042,0.0007,0.0121,-0.034976521,-0.037800448,0.074311811,0.047098002,0.044378698,0.029933113,0.002719304,0.065,-4.37207,18.02,0.0901,0.128350516,-0.047892629,0.036701903,0.0018,0.0009,0.014869257,0.00910907,-0.05,-0.018181818,0.016881459,0.043448367,0.000183941,0
199108,0.0159,-0.0078,1,0,-0.001907222,0.15250602,0,1,0.0424,0.0049,-0.0093,-0.0125,-0.01224428,-0.049732916,0.074311811,0.047098002,0.044378698,0.029933113,0.002719304,0.065,-4.37207,18.1,0.09,0.13431809,0.044859343,0.088895141,-0.0003,-0.00025,0.010889394,0.001048167,-0.063157895,0.00617284,0.016881459,0.043448367,0.000183941,0
199109,0.0163,-0.01,1,0,-0.018707485,0.149602105,0,1,0.0232,0.0046,0.0159,-0.0078,0.040718767,-0.071810395,0.074311811,0.047098002,0.044378698,0.029933113,0.002719304,0.065,-4.37207,18.51,0.0875,0.143223141,0.019648784,0.225911444,-0.0017,-0.00295,0.007671663,0.000814037,0.011235955,0.09202454,0.016881459,0.043448367,0.000183941,0
199110,0.009,-0.0043,1,0,-0.029038912,0.158775697,0,1,-0.0159,0.0046,0.0163,-0.01,0.097978286,-0.087751703,0.074311811,0.047098002,0.044378698,0.029933113,0.002719304,0.065,-4.37207,18.36,0.0861,0.146601942,-0.019143738,0.267309264,-0.0012,-0.0029,0.002258059,0.00882756,0,0.053370787,0.016881459,0.043448367,0.000183941,0
199111,-0.0048,-0.0193,0,0,-0.017972458,0.139340572,0,1,0.0129,0.0042,0.009,-0.0043,0.172462791,-0.093668301,0.074311811,0.047098002,0.044378698,0.029933113,0.002719304,0.065,-4.37207,18.35,0.0855,0.148292333,0.011834237,0.290953987,0.003,-0.0015,-0.005685297,-0.001645265,0.044444444,0.034666667,0.016881459,0.043448367,0.000183941,0
199112,-0.0224,-0.0403,0,0,0.023274278,0.144568504,1,1,-0.0419,0.0039,-0.0048,-0.0193,0.162997079,-0.082156653,0.068385413,0.041127542,0.039665211,0.028720202,0.001462331,0.065,-4.37207,18.29,0.0848,0.146870265,-0.043903709,0.164483892,0.004,-0.0029,-0.010017554,-0.001174671,0.031914894,-0.018041237,-0.005926398,-0.00597046,-0.004713487,0
199201,0.0847,0.0451,1,1,0.063887046,0.222685871,1,1,0.1084,0.0038,-0.0224,-0.0403,0.128034472,-0.105368413,0.068385413,0.041127542,0.039665211,0.028720202,0.001462331,0.065,-4.45255,18.44,0.0831,0.15242676,0.111587855,0.26306703,-0.0016,-0.0059,-0.006683365,-0.003916006,-0.020618557,-0.034120735,-0.005926398,-0.00597046,-0.004713487,0
199202,0.0088,0.0637,1,1,0.000722737,0.238596815,1,1,-0.0059,0.0034,0.0847,0.0451,0.17889873,-0.047494426,0.068385413,0.041127542,0.039665211,0.028720202,0.001462331,0.065,-4.45255,19.77,0.082,0.151164962,-0.01992375,0.188555832,0.0062,0.0029,0.002565795,-0.005575242,-0.021052632,0.010869565,-0.005926398,-0.00597046,-0.004713487,0
199203,-0.0103,0.0365,0,1,-0.04203217,0.239179027,0,1,0.0109,0.0028,0.0088,0.0637,0.144081807,0.018681057,0.068385413,0.041127542,0.039665211,0.028720202,0.001462331,0.065,-4.45255,19.58,0.0829,0.149660326,0.009589542,0.124308726,-0.0013,0.00025,0.010202795,0.007092199,0.010752688,-0.102150538,-0.005926398,-0.00597046,-0.004713487,0
199204,-0.0612,0.0431,0,1,-0.029836156,0.210127362,0,1,-0.0266,0.0034,-0.0103,0.0365,0.08990063,0.06901176,0.068385413,0.041127542,0.039665211,0.028720202,0.001462331,0.065,-4.45255,19.28,0.0835,0.156188279,-0.021831863,0.075875489,0.0015,0.00195,0.008380918,0.008363852,-0.042553191,-0.026946108,-0.005926398,-0.00597046,-0.004713487,0
199205,0.0039,0.0128,1,1,0.026174581,0.190405221,1,1,0.0107,0.0032,-0.0612,0.0431,0.018108171,0.099473641,0.068385413,0.041127542,0.039665211,0.028720202,0.001462331,0.065,-4.45255,19.3,0.0833,0.157049779,0.027892715,0.105531029,0.0043,-0.00145,0.003662454,0.007571529,-0.022222222,-0.018461538,-0.005926398,-0.00597046,-0.004713487,0
199206,-0.0309,0.034,0,1,0.042222934,0.135280809,1,1,0.003,0.0028,0.0039,0.0128,0.025565716,0.119930507,0.079742157,0.052680222,0.040860215,0.038881942,0.011820007,0.067,-4.45255,19.66,0.0828,0.163693467,0.000963957,0.065464484,-0.0028,-0.0014,0.00241878,0.003291316,-0.034090909,0.006269592,0.011356744,0.01155268,0.001195004,0.002
199207,-0.0044,-0.0053,0,0,0.072120568,0.126716795,1,1,-0.0234,0.0032,-0.0309,0.034,-0.006819491,0.144163763,0.079742157,0.052680222,0.040860215,0.038881942,0.011820007,0.067,-4.45255,19.32,0.0822,0.169515522,-0.017358832,0.09963361,-0.0005,-0.00165,-0.001536413,0.000164564,-0.023529412,0,0.011356744,0.01155268,0.001195004,0.002
199208,-0.0012,-0.0103,0,0,0.086873533,0.169420347,1,1,0.0377,0.0031,-0.0044,-0.0053,-0.001907222,0.15250602,0.079742157,0.052680222,0.040860215,0.038881942,0.011820007,0.067,-4.45255,19.62,0.0807,0.168081233,0.039373684,0.093860378,-0.0002,-0.0041,-0.003107414,0.008989573,-0.072289157,0,0.011356744,0.01155268,0.001195004,0.002
199209,0.0056,-0.0021,1,0,0.091661522,0.176273573,1,1,-0.0238,0.0026,-0.0012,-0.0103,-0.018707485,0.149602105,0.079742157,0.052680222,0.040860215,0.038881942,0.011820007,0.067,-4.45255,19.72,0.0795,0.153266914,-0.02399753,0.047037418,-0.0008,-0.0006,-0.004903292,-0.004887565,-0.090909091,-0.021806854,0.011356744,0.01155268,0.001195004,0.002
199210,0.0205,-0.021,1,0,0.11934387,0.173444576,1,1,0.0119,0.0026,0.0056,-0.0021,-0.029038912,0.158775697,0.079742157,0.052680222,0.040860215,0.038881942,0.011820007,0.067,-4.45255,19.71,0.0792,0.145082797,0.009105594,0.077192812,0.0023,-0.00365,-0.005090297,0.002317183,0,0.00955414,0.011356744,0.01155268,0.001195004,0.002
199211,0.037,-0.0148,1,0,0.11276272,0.180156822,1,1,0.0102,0.0023,0.0205,-0.021,-0.017972458,0.139340572,0.079742157,0.052680222,0.040860215,0.038881942,0.011820007,0.067,-4.45255,19.37,0.0799,0.142141095,0.002106283,0.066836489,0.0015,0.00355,0.000936075,0.007526805,0.214285714,0,0.011356744,0.01155268,0.001195004,0.002
199212,0.0164,0.0252,1,1,0.057714767,0.194651237,1,1,0.0413,0.0023,0.037,-0.0148,0.023274278,0.144568504,0.072461346,0.049082569,0.036671368,0.035789977,0.012411201,0.067,-4.45255,19.83,0.081,0.146828853,0.030261807,0.149592252,-0.002,0.0025,0.006380452,0.004294898,0.011764706,0,-0.007280811,-0.003597653,-0.004188847,0
199301,0.0203,0.0587,1,1,0.053344045,0.17192816,1,1,0.0153,0.0028,0.0164,0.0252,0.063887046,0.222685871,0.072461346,0.049082569,0.036671368,0.035789977,0.012411201,0.067,-3.71873,20.45,0.0798,0.154053421,0.010107766,0.044642632,-0.0002,-0.0024,0.006112438,0.000844132,-0.034883721,-0.009463722,-0.007280811,-0.003597653,-0.004188847,0
199302,-0.0343,0.0642,0,1,0.033831938,0.130085443,1,1,0.0093,0.0023,0.0203,0.0587,0.000722737,0.238596815,0.072461346,0.049082569,0.036671368,0.035789977,0.012411201,0.067,-3.71873,20.32,0.0791,0.153654058,0.007045989,0.073389109,-0.0012,-0.0025,0.003464835,0.004333276,-0.084337349,-0.063694268,-0.007280811,-0.003597653,-0.004188847,0
199303,0.0023,0.0122,1,1,0.099777933,0.046619256,1,1,0.0012,0.0022,-0.0343,0.0642,-0.04203217,0.239179027,0.072461346,0.049082569,0.036671368,0.035789977,0.012411201,0.067,-3.71873,20.55,0.0771,0.172285713,0.010483627,0.074339695,-0.0041,-0.00155,-0.001740319,0.004374671,-0.105263158,0.013605442,-0.007280811,-0.003597653,-0.004188847,0
199304,-0.007,0.0261,0,1,0.086501157,0.04754986,1,1,0.023,0.0025,0.0023,0.0122,-0.029836156,0.210127362,0.072461346,0.049082569,0.036671368,0.035789977,0.012411201,0.067,-3.71873,20.86,0.0758,0.177784145,0.018697298,0.118853602,0.0006,-0.0003,-0.006179713,-0.001347669,-0.161764706,0.016778523,-0.007280811,-0.003597653,-0.004188847,0
199305,0.0196,-0.0341,1,0,0.083984588,0.03805545,1,1,-0.0305,0.0024,-0.007,0.0261,0.026174581,0.190405221,0.072461346,0.049082569,0.036671368,0.035789977,0.012411201,0.067,-3.71873,20.46,0.0746,0.18645308,-0.02541681,0.06082658,0,0.0002,-0.007429682,0.003467328,0.192982456,-0.00330033,-0.007280811,-0.003597653,-0.004188847,0
199306,-0.0031,0.0262,0,1,0.041671341,0.076852222,1,1,0.0289,0.0022,0.0196,-0.0341,0.042222934,0.135280809,0.075146389,0.046818182,0.038888889,0.0362575,0.007929293,0.065,-3.71873,20.52,0.0743,0.190358922,0.022717463,0.083881053,-0.0005,0.00135,-0.00424208,-0.003479229,0.147058824,-0.016556291,0.002685043,-0.002264387,0.002217521,-0.002
199307,0.0093,0.0324,1,1,0.040208466,0.067198119,1,1,0.0031,0.0025,-0.0031,0.0262,0.072120568,0.126716795,0.075146389,0.046818182,0.038888889,0.0362575,0.007929293,0.065,-3.71873,20.61,0.0733,0.194894384,0.00075523,0.103861377,-0.0033,-0.00195,-0.002574598,0.001703001,-0.051282051,0.016835017,0.002685043,-0.002264387,0.002217521,-0.002
199308,0.0032,-0.0045,1,0,0.012793877,0.039804909,1,1,-0.0034,0.0024,0.0093,0.0324,0.086873533,0.169420347,0.075146389,0.046818182,0.038888889,0.0362575,0.007929293,0.065,-3.71873,20.56,0.0717,0.201820595,-0.005327046,0.056387201,0.0003,0.00015,0.000219514,0.003081722,0.027027027,-0.016556291,0.002685043,-0.002264387,0.002217521,-0.002
