,SMB,HML,SMB_bin,HML_bin,SMB_1yr_future_return,HML_1yr_future_return,SMB_yr_bin,HML_yr_bin,Mkt-RF_prev,RF_prev,SMB_prev_month,HML_prev_month,SMB_prev_year,HML_prev_year,12m_nom_gdp_forecast,12m_ip_growth_forecast,12m_cpi_forecast,12m_real_gdp_forecast_calculated,12m_real_ip_growth_calculated,12m_unemployment_rate,year_of_deficit_pct_gdp,shiller_cape,seasoned_corp_bond_yield_prev_month,ttm_pe_previous_month,sp500_return_prev_month,sp500_return_prev_yr,TS_Slope_Change_prev,TS_Level_Change_prev,Business_Confidence_chg_prev,IP_chg_prev,Spread_chg_prev,Div_yield_chg_prev,12m_nom_gdp_forecast_changerate,12m_ip_growth_forecast_changerate,12m_cpi_forecast_changerate,12m_unemployment_rate_changerate
196512,0.0208,0.0195,1,1,0.033609551,0.021781481,1,1,-0.0003,0.0035,0.0468,0.0021,0.169450574,0.01332206,0.068634686,0.044568245,0.019021739,0.049612947,0.025546506,0.0415,-0.19009,23.93,0.046,0.18155,-0.008764304,0.085169429,0,0.0007,0.004987303,0.004157842,-0.054054054,0,0.018233946,0.021840972,0.008042782,-0.0105
196601,0.0389,0.0349,1,1,0.031381944,-0.009989459,1,0,0.0101,0.0033,0.0208,0.0195,0.196887053,0.060114767,0.068634686,0.044568245,0.019021739,0.049612947,0.025546506,0.0415,-0.45463,23.69,0.0468,0.184502488,0.008950977,0.090619469,-0.0019,0.00265,0.009090918,0.012427861,-0.028571429,0.027586207,0.018233946,0.021840972,0.008042782,-0.0105
196602,0.0454,0.0027,1,1,0.075361364,-0.022138588,1,0,0.0072,0.0038,0.0389,0.0349,0.210755559,0.095141518,0.068634686,0.044568245,0.019021739,0.049612947,0.025546506,0.0415,-0.45463,24.06,0.0474,0.187684278,0.004868517,0.060758327,-0.001,0.0009,0.008362639,0.009819653,-0.058823529,-0.020134228,0.018233946,0.021840972,0.008042782,-0.0105
196603,0.0094,-0.0207,1,0,0.063017442,-0.045934158,1,0,-0.0121,0.0035,0.0454,0.0027,0.223157964,0.095687887,0.068634686,0.044568245,0.019021739,0.049612947,0.025546506,0.0415,-0.45463,23.7,0.0478,0.187536198,-0.017872481,0.043348976,0.0032,0.0017,0.003012973,0.006484728,0.0625,0,0.018233946,0.021840972,0.008042782,-0.0105
196604,0.0345,-0.0054,1,0,0.070283957,-0.022747426,1,0,-0.0251,0.0038,0.0094,-0.0207,0.212943952,0.061437479,0.068634686,0.044568245,0.019021739,0.049612947,0.025546506,0.0415,-0.45463,22.61,0.0492,0.188516746,-0.021815369,0.03563137,-0.0019,-0.00215,-0.002511803,0.013685447,0.176470588,0.006849315,0.018233946,0.021840972,0.008042782,-0.0105
196605,-0.047,-0.0155,0,0,0.041005044,-0.043381152,1,0,0.0214,0.0034,0.0345,-0.0054,0.23991158,0.048263049,0.068634686,0.044568245,0.019021739,0.049612947,0.025546506,0.0415,-0.45463,23.11,0.0496,0.188983452,0.020508741,0.021883032,-0.0005,0.00105,-0.00818748,0.001588991,0.125,-0.006802721,0.018233946,0.021840972,0.008042782,-0.0105
196606,0.0102,0.005,1,1,0.113973708,-0.020546675,1,0,-0.0566,0.0041,-0.047,-0.0155,0.18116327,0.049115555,0.077181678,0.043024772,0.022222222,0.054959456,0.02080255,0.038,-0.45463,21.85,0.0498,0.188598131,-0.05414014,-0.02589913,0.0002,0,-0.010609963,0.009515955,0.111111111,-0.006849315,0.008546992,-0.001543473,0.003200483,-0.0035
196607,-0.0044,0.0096,0,1,0.168448368,-0.016063605,1,0,-0.0144,0.0038,0.0102,0.005,0.247476357,0.048593867,0.077181678,0.043024772,0.022222222,0.054959456,0.02080255,0.038,-0.45463,21.56,0.0507,0.185311778,-0.016138384,0.007370364,0.0023,0.00055,-0.00425656,0.004714546,0.02,0.05862069,0.008546992,-0.001543473,0.003200483,-0.0035
196608,-0.0323,0.0047,0,1,0.209759519,0.000406804,1,1,-0.0163,0.0035,-0.0044,0.0096,0.231275365,0.036073955,0.077181678,0.043024772,0.022222222,0.054959456,0.02080255,0.038,-0.45463,21.38,0.0516,0.190144562,-0.013452915,-0.019354862,-0.0011,0.00135,-0.000630415,0.00547167,0.019607843,0.006514658,0.008546992,-0.001543473,0.003200483,-0.0035
196609,-0.0107,0.0053,0,1,0.256014662,0.0102645,1,1,-0.0791,0.0041,-0.0323,0.0047,0.158938985,0.051033424,0.077181678,0.043024772,0.022222222,0.054959456,0.02080255,0.038,-0.45463,19.91,0.0531,0.185380697,-0.077751198,-0.115521398,0.0002,0.003,-0.001700662,0.000777815,0,-0.009708738,0.008546992,-0.001543473,0.003200483,-0.0035
196610,-0.0664,0.0287,0,1,0.308956956,-0.019883649,1,0,-0.0106,0.004,-0.0107,0.0053,0.139586858,0.057661563,0.077181678,0.043024772,0.022222222,0.054959456,0.02080255,0.038,-0.45463,19.16,0.0549,0.186599553,-0.007003891,-0.148955104,-0.0062,-0.0003,-0.00313018,0.009323715,0.153846154,-0.026143791,0.008546992,-0.001543473,0.003200483,-0.0035
196611,0.0422,-0.0446,1,0,0.421962452,-0.079527164,1,0,0.0386,0.0045,-0.0664,0.0287,0.038171635,0.071726211,0.077181678,0.043024772,0.022222222,0.054959456,0.02080255,0.038,-0.45463,18.83,0.0541,0.18869519,0.047544398,-0.132222476,0.0007,-0.00085,-0.006623365,0.006927495,0.15,-0.016778523,0.008546992,-0.001543473,0.003200483,-0.0035
196612,0.0186,-0.0122,1,0,0.367114159,-0.053032499,1,0,0.014,0.004,0.0422,-0.0446,0.033609551,0.021781481,0.073059361,0.029319042,0.026200873,0.046858487,0.003118168,0.042,-0.45463,19.71,0.0535,0.188887391,0.003117207,-0.121820804,0.0021,0.00045,-0.009915127,-0.006879835,0.130434783,0,-0.004122317,-0.01370573,0.003978651,0.004
196701,0.0832,0.0222,1,1,0.419055371,-0.045075595,1,0,0.0013,0.004,0.0186,-0.0122,0.031381944,-0.009989459,0.073059361,0.029319042,0.026200873,0.046858487,0.003118168,0.042,-1.00505,19.74,0.0539,0.184527473,-0.001491548,-0.130909856,-0.0013,-0.00415,-0.010552887,0.002310092,0.012820513,0.013651877,-0.004122317,-0.01370573,0.003978651,0.004
196702,0.0334,-0.0217,1,0,0.361281791,-0.021440702,1,0,0.0815,0.0043,0.0832,0.0222,0.075361364,-0.022138588,0.073059361,0.029319042,0.026200873,0.046858487,0.003118168,0.042,-1.00505,20.43,0.052,0.187489251,0.078177503,-0.067506419,0.0018,-0.0021,-0.011379523,0.004717701,-0.025316456,-0.01010101,-0.004122317,-0.01370573,0.003978651,0.004
196703,0.0163,0.0031,1,1,0.278424596,0.011968151,1,1,0.0078,0.0036,0.0334,-0.0217,0.063017442,-0.045934158,0.073059361,0.029319042,0.026200873,0.046858487,0.003118168,0.042,-1.00505,21.07,0.0503,0.18709548,0.001962799,-0.048673558,0.0017,0.00115,-0.010436811,-0.011342745,0.025974026,0.013605442,-0.004122317,-0.01370573,0.003978651,0.004
196704,0.0062,-0.0264,1,0,0.24181911,0.002888584,1,1,0.0399,0.0039,0.0163,0.0031,0.070283957,-0.022747426,0.073059361,0.029319042,0.026200873,0.046858487,0.003118168,0.042,-1.00505,21.44,0.0513,0.185534188,0.03940998,0.010870716,0.0031,-0.00375,-0.009031661,-0.005637319,-0.088607595,0.05033557,-0.004122317,-0.01370573,0.003978651,0.004
196705,0.0198,0.008,1,1,0.304885058,0.019472917,1,1,0.0389,0.0032,0.0062,-0.0264,0.041005044,-0.043381152,0.073059361,0.029319042,0.026200873,0.046858487,0.003118168,0.042,-1.00505,21.69,0.0511,0.185852244,0.042239525,0.032396267,0.0056,0,-0.004786493,0.009431949,0,-0.025559105,-0.004122317,-0.01370573,0.003978651,0.004
196706,0.0596,0.0096,1,1,0.361825031,0.01987747,1,1,-0.0433,0.0033,0.0198,0.008,0.113973708,-0.020546675,0.076338877,0.051956382,0.027753686,0.04858519,0.024202696,0.039,-1.00505,21.95,0.0524,0.186517976,-0.052441229,0.034250611,0.003,-0.0012,0.003281355,-0.008723494,0,0.062295082,0.003279516,0.02263734,0.001552813,-0.003
196707,0.0308,0.0265,1,1,0.283040703,0.016947948,1,1,0.0241,0.0027,0.0596,0.0096,0.168448368,-0.016063605,0.076338877,0.051956382,0.027753686,0.04858519,0.024202696,0.039,-1.00505,21.55,0.0544,0.175702479,0.017512314,0.069624748,-0.0013,0.00475,0.009299509,-0.000126279,-0.013888889,0.015432099,0.003279516,0.02263734,0.001552813,-0.003
196708,0.0047,0.0146,1,1,0.228522675,0.044984604,1,1,0.0458,0.0031,0.0308,0.0265,0.209759519,0.000406804,0.076338877,0.051956382,0.027753686,0.04858519,0.024202696,0.039,-1.00505,21.8,0.0558,0.173758408,0.04534423,0.133373233,-0.0018,0.0003,0.011956551,-0.002276121,-0.042253521,0.009118541,0.003279516,0.02263734,0.001552813,-0.003
196709,0.031,-0.0247,1,0,0.25138858,0.040246846,1,1,-0.0089,0.0031,0.0047,0.0146,0.256014662,0.0102645,0.076338877,0.051956382,0.027753686,0.04858519,0.024202696,0.039,-1.00505,22.03,0.0562,0.175317686,-0.01171505,0.214526607,-0.0015,0.00185,0.011375762,0.019159093,0.044117647,0.072289157,0.003279516,0.02263734,0.001552813,-0.003
196710,0.0142,-0.0339,1,0,0.247261789,0.06915148,1,1,0.0311,0.0032,0.031,-0.0247,0.308956956,-0.019883649,0.076338877,0.051956382,0.027753686,0.04858519,0.024202696,0.039,-1.00505,22.22,0.0565,0.179477912,0.032785135,0.263192287,0.0003,0.00025,0.008068659,-0.001622929,0.056338028,0.042134831,0.003279516,0.02263734,0.001552813,-0.003
196711,0.002,-0.0171,1,0,0.224018595,0.1386502,1,1,-0.0309,0.0039,0.0142,-0.0339,0.421962452,-0.079527164,0.076338877,0.051956382,0.027753686,0.04858519,0.024202696,0.039,-1.00505,22.07,0.0582,0.180970297,-0.035260015,0.163341727,0.0016,0.0025,0.003250933,0.008144421,-0.066666667,0.008086253,0.003279516,0.02263734,0.001552813,-0.003
196712,0.0573,-0.0039,1,0,0.250404624,0.148033724,1,1,0.0037,0.0036,0.002,-0.0171,0.367114159,-0.053032499,0.088220425,0.047588832,0.032765957,0.055454467,0.014822875,0.042,-1.00505,21.26,0.0607,0.179980469,0.007502647,0.168427638,-0.0029,0.00245,0.00192436,0.014300757,-0.071428571,-0.050802139,0.011881548,-0.00436755,0.005012271,0.003
196801,0.0391,0.0475,1,1,0.223322182,0.152759092,1,1,0.0305,0.0033,0.0573,-0.0039,0.419055371,-0.045075595,0.088220425,0.047588832,0.032765957,0.055454467,0.014822875,0.042,-2.67485,21.75,0.0619,0.176743738,0.026276606,0.200921183,-0.0013,0.00025,0.002284756,0.010771032,0.138461538,-0.005633803,0.011881548,-0.00436755,0.005012271,0.003
196802,-0.0295,0.0117,0,1,0.168107275,0.11908422,1,1,-0.0406,0.004,0.0391,0.0475,0.361281791,-0.021440702,0.088220425,0.047588832,0.032765957,0.055454467,0.014822875,0.042,-2.67485,21.51,0.0617,0.178091603,-0.043847859,0.065004006,0,-0.0016,0.001101666,-0.001077929,-0.094594595,-0.033994334,0.011881548,-0.00436755,0.005012271,0.003
196803,-0.0128,-0.0059,0,0,0.156793304,0.116097635,1,1,-0.0375,0.0039,-0.0295,0.0117,0.278424596,0.011968151,0.088220425,0.047588832,0.032765957,0.055454467,0.014822875,0.042,-2.67485,20.42,0.061,0.175217391,-0.031222865,0.029730376,-0.0012,0.0008,-0.000977852,0.003585371,0.044776119,-0.029325513,0.011881548,-0.00436755,0.005012271,0.003
196804,0.0573,-0.0103,1,0,0.168862764,0.117557174,1,1,0.002,0.0038,-0.0128,-0.0059,0.24181911,0.002888584,0.088220425,0.047588832,0.032765957,0.055454467,0.014822875,0.042,-2.67485,19.93,0.0611,0.166441948,0.009400134,0,0.0005,0.00175,-4.16E-05,0.003118988,0.057142857,-0.021148036,0.011881548,-0.00436755,0.005012271,0.003
196805,0.0643,0.0084,1,1,0.095788113,0.129526564,1,1,0.0905,0.0043,0.0573,-0.0103,0.304885058,0.019472917,0.088220425,0.047588832,0.032765957,0.055454467,0.014822875,0.042,-2.67485,21.28,0.0621,0.170260223,0.08048783,0.036698191,-0.0036,0.0016,0.001797361,0.001449584,0.027027027,-0.015432099,0.011881548,-0.00436755,0.005012271,0.003
196806,-0.0017,0.0067,0,1,0.026805868,0.128294435,1,1,0.0228,0.0045,0.0643,0.0084,0.361825031,0.01987747,0.076569493,0.02642901,0.034195163,0.042374331,-0.007766152,0.042,-2.67485,21.63,0.0627,0.160110701,0.012517966,0.107768273,-0.0005,0.00145,-0.002780121,0.011216021,0,-0.018808777,-0.011650932,-0.021159822,0.001429206,0
196807,-0.013,0.0548,0,1,-0.026884672,0.108568616,0,1,0.0069,0.0043,-0.0017,0.0067,0.283040703,0.016947948,0.076569493,0.02642901,0.034195163,0.042374331,-0.007766152,0.042,-2.67485,22,0.0628,0.157619048,0.009120409,0.098631985,0.0016,-0.003,-0.004523605,0.003674443,0.039473684,0.012779553,-0.011650932,-0.021159822,0.001429206,0
196808,0.0234,0.01,1,1,-0.045715982,0.065899024,0,1,-0.0272,0.0048,-0.013,0.0548,0.228522675,0.044984604,0.076569493,0.02642901,0.034195163,0.042374331,-0.007766152,0.042,-2.67485,21.75,0.0624,0.15673758,-0.018477646,0.031556707,-0.0012,-0.0019,-0.003188675,-0.001533481,-0.063291139,-0.012618297,-0.011650932,-0.021159822,0.001429206,0
196809,0.0276,0.0024,1,1,-0.058770483,0.014503695,0,1,0.0134,0.0042,0.0234,0.01,0.25138858,0.040246846,0.076569493,0.02642901,0.034195163,0.042374331,-0.007766152,0.042,-2.67485,21.14,0.0602,0.14681441,0.011459004,0.05574543,0.0002,0.0002,-0.001893866,0.002788618,0.081081081,-0.015974441,-0.011650932,-0.021159822,0.001429206,0
196810,-0.0047,0.0289,0,1,-0.073059292,-0.020210468,0,0,0.0403,0.0043,0.0276,0.0024,0.247261789,0.06915148,0.076569493,0.02642901,0.034195163,0.042374331,-0.007766152,0.042,-2.67485,21.68,0.0597,0.141215971,0.038539318,0.061627537,0.0009,0.00025,0.002052505,0.00378971,0.025,-0.00974026,-0.011650932,-0.021159822,0.001429206,0
196811,0.0236,-0.009,1,0,-0.033198886,-0.078108421,0,0,0.0042,0.0044,-0.0047,0.0289,0.224018595,0.1386502,0.076569493,0.02642901,0.034195163,0.042374331,-0.007766152,0.042,-2.67485,22,0.0609,0.139644019,0.007207617,0.108360136,-0.002,0.0022,0.007025656,0.001984039,-0.085365854,0,-0.011650932,-0.021159822,0.001429206,0
196812,0.0344,0.0002,1,1,-0.079385458,-0.080155001,0,0,0.0543,0.0042,0.0236,-0.009,0.250404624,0.148033724,0.076923077,0.03030303,0.033360456,0.043562621,-0.003057425,0.04,-2.67485,22.2,0.0619,0.146279262,0.047964402,0.152872372,0.0013,0.00105,0.005375721,0.012935683,0.093333333,0.032786885,0.000353584,0.00387402,-0.000834707,-0.002
196901,-0.0078,0.0169,0,1,-0.142664357,-0.108112698,0,0,-0.0394,0.0043,0.0344,0.0002,0.223322182,0.152759092,0.076923077,0.03030303,0.033360456,0.043562621,-0.003057425,0.04,0.31859,22.28,0.0645,0.146540541,-0.041616701,0.076604125,-0.0035,0.00555,0.00022579,0.003157989,-0.048780488,-0.028571429,0.000353584,0.00387402,-0.000834707,-0.002
196902,-0.0389,0.009,0,1,-0.110866381,-0.096272322,0,0,-0.0125,0.0053,-0.0078,0.0169,0.168107275,0.11908422,0.076923077,0.03030303,0.033360456,0.043562621,-0.003057425,0.04,0.31859,21.19,0.0659,0.153081479,-0.008184084,0.11676067,0.0009,-0.00015,-0.000755091,0.006050594,-0.064102564,0.006535948,0.000353584,0.00387402,-0.000834707,-0.002
196903,-0.0025,-0.0046,0,0,-0.097082081,-0.068148388,0,0,-0.0584,0.0046,-0.0389,0.009,0.156793304,0.116097635,0.076923077,0.03030303,0.033360456,0.043562621,-0.003057425,0.04,0.31859,20.9,0.0666,0.159319246,-0.047374089,0.0981423,0.0007,0.00035,0.001120668,0.006398036,-0.123287671,0.051948052,0.000353584,0.00387402,-0.000834707,-0.002
196904,-0.0088,0.0003,0,1,-0.115819325,-0.024055349,0,0,0.0264,0.0046,-0.0025,-0.0046,0.168862764,0.117557174,0.076923077,0.03030303,0.033360456,0.043562621,-0.003057425,0.04,0.31859,20.2,0.0685,0.164073395,0.034444157,0.125388086,0.0024,-0.0008,8.77E-05,0.007842513,0.03125,0.021604938,0.000353584,0.00387402,-0.000834707,-0.002
196905,-0.0027,0.0073,0,1,-0.162472523,0.037996115,0,1,0.0146,0.0053,-0.0088,0.0003,0.095788113,0.129526564,0.076923077,0.03030303,0.033360456,0.043562621,-0.003057425,0.04,0.31859,20.43,0.0689,0.168133087,0.021475716,0.063923692,0.0002,-0.0011,-0.001571574,-0.003681483,-0.015151515,-0.063444109,0.000353584,0.00387402,-0.000834707,-0.002
196906,-0.0539,-0.0109,0,0,-0.198163807,0.067570709,0,1,-0.001,0.0048,-0.0027,0.0073,0.026805868,0.128294435,0.068305104,0.014577259,0.040348101,0.027957002,-0.025770842,0.0425,0.31859,20.97,0.0679,0.172420857,-0.002218179,0.04843939,0.0015,0.00285,-0.001235554,-0.003778094,0.123076923,-0.019354839,-0.008617973,-0.015725771,0.006987645,0.0025
196907,-0.0321,0.0142,0,1,-0.170788996,0.088725684,0,1,-0.0718,0.0051,-0.0539,-0.0109,-0.026884672,0.108568616,0.068305104,0.014577259,0.040348101,0.027957002,-0.025770842,0.0425,0.31859,19.71,0.0698,0.171538462,-0.055577035,-0.018778901,-0.0004,0.0019,-0.00299192,0.009768895,-0.01369863,-0.019736842,-0.008617973,-0.015725771,0.006987645,0.0025
196908,0.0094,-0.0387,1,0,-0.1479148,0.083787666,0,1,-0.07,0.0053,-0.0321,0.0142,-0.045715982,0.065899024,0.068305104,0.014577259,0.040348101,0.027957002,-0.025770842,0.0425,0.31859,18.68,0.0708,0.174830827,-0.060178048,-0.060466504,-0.0084,0.0035,-0.003156494,0.005278529,0.055555556,0.003355705,-0.008617973,-0.015725771,0.006987645,0.0025
196909,0.012,-0.0319,1,0,-0.143018729,0.139031186,0,1,0.0468,0.005,0.0094,-0.0387,-0.058770483,0.014503695,0.068305104,0.014577259,0.040348101,0.027957002,-0.025770842,0.0425,0.31859,18.43,0.0697,0.177947269,0.040074049,-0.033886293,0.0028,0.0003,-0.000257495,0.002298319,0.171052632,0.026755853,-0.008617973,-0.015725771,0.006987645,0.0025
196910,0.0381,-0.0319,1,0,-0.080184727,0.110911317,0,1,-0.0298,0.0062,0.012,-0.0319,-0.073059292,-0.020210468,0.068305104,0.014577259,0.040348101,0.027957002,-0.025770842,0.0425,0.31859,18.4,0.0714,0.180773585,-0.025023547,-0.093016414,0.0049,0.00435,-0.000225739,-0.000223349,0.02247191,-0.026058632,-0.008617973,-0.015725771,0.006987645,0.0025
196911,-0.0253,-0.0112,0,0,-0.151866699,0.150615409,0,1,0.0506,0.006,0.0381,-0.0319,-0.033198886,-0.078108421,0.068305104,0.014577259,0.040348101,0.027957002,-0.025770842,0.0425,0.31859,18.45,0.0733,0.180150659,0.042955325,-0.060825846,-0.0042,-0.0036,-0.001275165,0.000292901,-0.021978022,-0.02006689,-0.008617973,-0.015725771,0.006987645,0.0025
196912,-0.0367,-0.0302,0,0,-0.165266979,0.182615736,0,1,-0.0379,0.0052,-0.0253,-0.0112,-0.079385458,-0.080155001,0.060670344,0.009809579,0.040061633,0.02060871,-0.030252055,0.0455,0.31859,18.44,0.0735,0.174172932,-0.034081599,-0.134354569,-0.0017,0.00435,-0.004468677,-0.00942715,0.011235955,-0.010238908,-0.00763476,-0.00476768,-0.000286468,0.003
197001,0.029,0.0304,1,1,-0.107729065,0.231759286,0,1,-0.0263,0.0064,-0.0367,-0.0302,-0.142664357,-0.108112698,0.060670344,0.009809579,0.040061633,0.02060871,-0.030252055,0.0455,-0.26479,17.33,0.0772,0.17879925,-0.018654728,-0.113614509,0.0009,0.00545,-0.007414432,-0.00268296,0.033333333,-0.006896552,-0.00763476,-0.00476768,-0.000286468,0.003
197002,-0.024,0.0404,0,1,-0.068968608,0.211915338,0,1,-0.081,0.006,0.029,0.0304,-0.110866381,-0.096272322,0.060670344,0.009809579,0.040061633,0.02060871,-0.030252055,0.0455,-0.26479,17.09,0.0791,0.177093058,-0.076471879,-0.174643284,0.0002,-0.0014,-0.009406965,-0.018517263,0.021505376,0.048611111,-0.00763476,-0.00476768,-0.000286468,0.003
197003,-0.0232,0.0425,0,1,-0.028140592,0.149828556,0,1,0.0513,0.0062,-0.024,0.0404,-0.097082081,-0.068148388,0.060670344,0.009809579,0.040061633,0.02060871,-0.030252055,0.0455,-0.26479,16.37,0.0793,0.167951985,0.052693521,-0.087944535,0.0016,-0.0093,-0.007558252,-0.000660281,-0.105263158,0.006622517,-0.00763476,-0.00476768,-0.000286468,0.003
197004,-0.0611,0.0639,0,1,0.020213593,0.058393748,1,1,-0.0106,0.0057,-0.0232,0.0425,-0.115819325,-0.024055349,0.060670344,0.009809579,0.040061633,0.02060871,-0.030252055,0.0455,-0.26479,16.53,0.0784,0.163768382,0.00145248,-0.117032852,0.0065,-0.00145,-0.004245976,-0.001298385,-0.070588235,0.026315789,-0.00763476,-0.00476768,-0.000286468,0.003
197005,-0.0452,0.036,0,1,0.081280803,0.001987201,1,1,-0.11,0.005,-0.0611,0.0639,-0.162472523,0.037996115,0.060670344,0.009809579,0.040061633,0.02060871,-0.030252055,0.0455,-0.26479,15.87,0.0783,0.17447427,-0.0904831,-0.21381044,0.0019,0.00645,-0.000248024,-0.00257194,0.101265823,-0.016025641,-0.00763476,-0.00476768,-0.000286468,0.003
197006,-0.0216,0.0087,0,1,0.120011222,-0.046177821,1,0,-0.0692,0.0053,-0.0452,0.036,-0.198163807,0.067570709,0.073363902,0.026995305,0.046268657,0.027095245,-0.019273352,0.053,-0.26479,13.98,0.0811,0.177086745,-0.060966563,-0.260100486,0.0013,0.00065,0.005596913,-0.001164599,0,-0.029315961,0.012693558,0.017185726,0.006207024,0.0075
197007,-0.0054,0.0096,0,1,0.128482279,-0.073883769,1,0,-0.0579,0.0058,-0.0216,0.0087,-0.170788996,0.088725684,0.073363902,0.026995305,0.046268657,0.027095245,-0.019273352,0.053,-0.26479,13.8,0.0848,0.18043088,-0.050032683,-0.255756814,0.0017,-0.00355,0.006021076,-0.003235338,-0.114942529,0.060402685,0.012693558,0.017185726,0.006207024,0.0075
197008,0.0152,0.0103,1,1,0.117590031,-0.081130518,1,0,0.0693,0.0052,-0.0054,0.0096,-0.1479148,0.083787666,0.073363902,0.026995305,0.046268657,0.027095245,-0.019273352,0.053,-0.26479,13.73,0.0844,0.179107143,0.073294856,-0.150059879,-0.0019,-0.00205,-0.001641168,0.002455683,0.246753247,0.047468354,0.012693558,0.017185726,0.006207024,0.0075
197009,0.0862,-0.0558,1,0,0.099095634,-0.066214692,1,0,0.0449,0.0053,0.0152,0.0103,-0.143018729,0.139031186,0.073363902,0.026995305,0.046268657,0.027095245,-0.019273352,0.053,-0.26479,14.1,0.0813,0.174262877,0.044458602,-0.146476858,0.0016,0.0003,-0.008532561,-0.001782513,0.364583333,0.009063444,0.012693558,0.017185726,0.006207024,0.0075
197010,-0.0428,0.0027,0,1,0.016020922,-0.040303683,1,0,0.0418,0.0054,0.0862,-0.0558,-0.080184727,0.110911317,0.073363902,0.026995305,0.046268657,0.027095245,-0.019273352,0.053,-0.26479,14.84,0.0809,0.178975265,0.034102136,-0.094716492,0.0029,-0.00345,-0.011501909,-0.006895057,-0.007633588,-0.002994012,0.012693558,0.017185726,0.006207024,0.0075
197011,-0.0407,0.0163,0,1,0.042344908,-0.047003467,1,0,-0.0228,0.0046,-0.0428,0.0027,-0.151866699,0.150615409,0.073363902,0.026995305,0.046268657,0.027095245,-0.019273352,0.053,-0.26479,15.06,0.0803,0.182318608,-0.012455551,-0.142813041,0.0004,0.0002,-0.008553921,-0.020002494,0,-0.009009009,0.012693558,0.017185726,0.006207024,0.0075
197012,0.0297,0.0101,1,1,0.05560104,-0.078229271,1,0,0.0459,0.0046,-0.0407,0.0163,-0.165266979,0.182615736,0.085743278,0.084411583,0.044395924,0.041347353,0.040015659,0.054,-0.26479,14.95,0.0805,0.184051115,0.047447411,-0.070461583,-0.0004,-0.0082,-0.000650183,-0.006055882,0.023076923,-0.006060606,0.012379376,0.057416278,-0.001872733,0.001
197101,0.0737,0.0138,1,1,0.059189079,-0.090640005,1,0,0.0572,0.0042,0.0297,0.0101,-0.107729065,0.231759286,0.085743278,0.084411583,0.044395924,0.041347353,0.040015659,0.054,-1.97734,15.87,0.0764,0.184895833,0.056766114,0.000977667,0.002,-0.0009,0.011745238,0.022965295,0.112781955,0.057926829,0.012379376,0.057416278,-0.001872733,0.001
197102,0.0188,-0.0129,1,0,0.046858015,-0.085168417,1,0,0.0484,0.0038,0.0737,0.0138,-0.068968608,0.211915338,0.085743278,0.084411583,0.044395924,0.041347353,0.040015659,0.054,-1.97734,16.46,0.0736,0.176470588,0.040477427,0.127734655,0.0029,-0.00555,0.016011352,0.007692729,-0.067567568,0.008645533,0.012379376,0.057416278,-0.001872733,0.001
197103,0.0254,-0.0404,1,0,0.04161756,-0.098792188,1,0,0.0141,0.0033,0.0188,-0.0129,-0.028140592,0.149828556,0.085743278,0.084411583,0.044395924,0.041347353,0.040015659,0.054,-1.97734,17.03,0.0708,0.175,0.009073874,0.081005587,0.008,-0.0035,0.014686049,-0.001907207,-0.050724638,0.037142857,0.012379376,0.057416278,-0.001872733,0.001
197104,-0.0049,0.0072,0,1,0.013073135,-0.077097835,1,0,0.0413,0.003,0.0254,-0.0404,0.020213593,0.058393748,0.085743278,0.084411583,0.044395924,0.041347353,0.040015659,0.054,-1.97734,17.4,0.0721,0.170618557,0.036795845,0.119156548,-0.0085,-0.00185,0.005979665,-0.001083766,-0.045801527,-0.013774105,0.012379376,0.057416278,-0.001872733,0.001
197105,-0.011,-0.0138,0,0,0.018163443,-0.081587729,1,0,0.0315,0.0028,-0.0049,0.0072,0.081280803,0.001987201,0.085743278,0.084411583,0.044395924,0.041347353,0.040015659,0.054,-1.97734,17.92,0.0725,0.173855736,0.036287499,0.275147213,0.0026,0.0042,0.004178938,0.005616782,-0.04,0.030726257,0.012379376,0.057416278,-0.001872733,0.001
197106,-0.0142,-0.0206,0,0,0.000765099,-0.093787283,1,0,-0.0398,0.0029,-0.011,-0.0138,0.120011222,-0.046177821,0.107573234,0.060240964,0.048252912,0.059320322,0.011988052,0.056,-1.97734,17.56,0.0753,0.179314388,-0.041558443,0.301502196,-0.0011,0.00355,0.001272611,0.00507436,-0.091666667,0.132791328,0.021829956,-0.024170619,0.003856988,0.002
197107,-0.015,0.0017,0,1,0.018530761,-0.097951013,1,0,-0.001,0.0037,-0.0142,-0.0206,0.128482279,-0.073883769,0.107573234,0.060240964,0.048252912,0.059320322,0.011988052,0.056,-1.97734,17.08,0.0764,0.169760274,-0.009334538,0.357260666,-0.0056,0.006,-0.000142327,0.004193588,0.018348624,0.007177033,0.021829956,-0.024170619,0.003856988,0.002
197108,-0.0016,0.0267,0,1,0.004157585,-0.092457853,1,0,-0.045,0.004,-0.015,0.0017,0.117590031,-0.081130518,0.107573234,0.060240964,0.048252912,0.059320322,0.011988052,0.056,-1.97734,16.89,0.0764,0.161713055,-0.031610893,0.224599594,0.0006,0.0012,-6.77E-05,-0.002902539,0.009009009,-0.002375297,0.021829956,-0.024170619,0.003856988,0.002
