,SMB,HML,Regression L2_SMB_return,Regression L1_SMB_return,SVM_SMB_return,RF_SMB_return,MLP_SMB_return,KNN_SMB_return,LSTM_SMB_return,GB_SMB_return,AdaB_SMB_return,GRU_12_SMB_return,Regression L2_HML_return,Regression L1_HML_return,SVM_HML_return,RF_HML_return,MLP_HML_return,KNN_HML_return,LSTM_HML_return,GB_HML_return,Adab_HML_return,GRU_12_HML_return,Regression L2_SMB_or_HML_return,Regression L1_SMB_or_HML_return,SVM_SMB_or_HML_return,RF_SMB_or_HML_return,MLP_SMB_or_HML_return,KNN_SMB_or_HML_return,LSTM_SMB_or_HML_return,GB_SMB_or_HML_return,Adab_SMB_or_HML_return,GRU_12_SMB_or_HML_return
199407,-0.0173,0.0059,-0.0173,-0.0173,-0.0173,0.0173,-0.0173,0.0173,-0.0173,0.0173,0.0173,-0.0173,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,-0.0173,0.0059,0.0059,-0.0173,0.0059
199408,0.0134,-0.0282,0.0134,0.0134,0.0134,0.0134,0.0134,-0.0134,0.0134,0.0134,-0.0134,0.0134,-0.0282,-0.0282,-0.0282,-0.0282,-0.0282,-0.0282,-0.0282,-0.0282,-0.0282,-0.0282,-0.0282,0.0134,-0.0282,-0.0282,-0.0282,-0.0282,0.0134,0.0134,-0.0282,-0.0282
199409,0.0282,-0.019,0.0282,0.0282,0.0282,0.0282,0.0282,-0.0282,0.0282,-0.0282,0.0282,0.0282,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,0.0282,0.0282,-0.019,-0.019,-0.019,-0.019,0.0282,-0.019,0.0282,-0.019
199410,-0.0234,-0.0173,0.0234,0.0234,-0.0234,-0.0234,-0.0234,0.0234,-0.0234,0.0234,0.0234,-0.0234,-0.0173,-0.0173,-0.0173,-0.0173,-0.0173,-0.0173,0.0173,0.0173,0.0173,-0.0173,-0.0173,-0.0173,-0.0173,-0.0173,-0.0173,-0.0173,-0.0234,-0.0234,-0.0173,-0.0234
199411,0.0027,-0.0094,-0.0027,-0.0027,0.0027,0.0027,0.0027,-0.0027,0.0027,-0.0027,-0.0027,0.0027,-0.0094,-0.0094,-0.0094,-0.0094,-0.0094,-0.0094,0.0094,0.0094,-0.0094,-0.0094,-0.0094,-0.0094,-0.0094,-0.0094,-0.0094,-0.0094,0.0027,0.0027,0.0027,0.0027
199412,0.0004,0.0055,-0.0004,-0.0004,-0.0004,-0.0004,0.0004,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,-0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0004,0.0055,0.0055,0.0055
199501,-0.0265,0.0083,0.0265,0.0265,-0.0265,-0.0265,-0.0265,0.0265,0.0265,0.0265,0.0265,0.0265,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,-0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083
199502,-0.0067,0.0108,0.0067,0.0067,-0.0067,-0.0067,-0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,-0.0108,-0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108
199503,-0.007,-0.0107,0.007,0.007,-0.007,-0.007,-0.007,0.007,0.007,0.007,0.007,0.007,-0.0107,-0.0107,-0.0107,-0.0107,-0.0107,-0.0107,-0.0107,0.0107,-0.0107,-0.0107,-0.0107,-0.0107,-0.0107,-0.0107,-0.0107,-0.0107,-0.0107,-0.007,-0.0107,-0.0107
199504,-0.0062,0.0226,0.0062,0.0062,0.0062,-0.0062,-0.0062,0.0062,0.0062,0.0062,0.0062,0.0062,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,-0.0226,-0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,-0.0062,0.0226,0.0226
199505,-0.022,0.0169,0.022,0.022,-0.022,-0.022,-0.022,0.022,-0.022,0.022,0.022,0.022,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,-0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,-0.022,0.0169,0.0169,0.0169
199506,0.0293,-0.0227,-0.0293,-0.0293,-0.0293,0.0293,-0.0293,-0.0293,0.0293,-0.0293,-0.0293,-0.0293,-0.0227,-0.0227,-0.0227,-0.0227,0.0227,-0.0227,0.0227,-0.0227,-0.0227,-0.0227,-0.0227,-0.0227,-0.0227,-0.0227,0.0293,-0.0227,0.0293,-0.0227,-0.0227,-0.0227
199507,0.0209,-0.0168,0.0209,0.0209,-0.0209,0.0209,-0.0209,-0.0209,0.0209,-0.0209,-0.0209,-0.0209,-0.0168,-0.0168,-0.0168,-0.0168,0.0168,0.0168,0.0168,0.0168,-0.0168,-0.0168,-0.0168,-0.0168,-0.0168,-0.0168,0.0209,-0.0168,0.0209,-0.0168,-0.0168,-0.0168
199508,0.016,0.0271,0.016,0.016,0.016,0.016,-0.016,-0.016,0.016,0.016,-0.016,0.016,0.0271,0.0271,0.0271,0.0271,-0.0271,-0.0271,-0.0271,-0.0271,0.0271,0.0271,0.016,0.016,0.0271,0.0271,0.016,0.0271,0.016,0.0271,0.0271,0.016
199509,-0.021,-0.0076,0.021,0.021,0.021,-0.021,0.021,-0.021,-0.021,0.021,0.021,0.021,-0.0076,-0.0076,-0.0076,-0.0076,0.0076,0.0076,-0.0076,0.0076,0.0076,-0.0076,-0.0076,-0.0076,-0.0076,-0.0076,-0.021,-0.0076,-0.0076,-0.0076,-0.0076,-0.021
199510,-0.0374,-0.0075,0.0374,0.0374,0.0374,-0.0374,0.0374,0.0374,-0.0374,0.0374,0.0374,0.0374,-0.0075,-0.0075,-0.0075,-0.0075,0.0075,0.0075,-0.0075,-0.0075,-0.0075,-0.0075,-0.0075,-0.0075,-0.0075,-0.0075,-0.0374,-0.0075,-0.0075,-0.0075,-0.0374,-0.0075
199511,-0.0117,0.0094,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.0094,0.0094,0.0094,0.0094,-0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,-0.0117,0.0094,0.0094,0.0094,0.0094,0.0094
199512,0.0057,0.0086,-0.0057,-0.0057,-0.0057,0.0057,-0.0057,-0.0057,0.0057,-0.0057,-0.0057,-0.0057,0.0086,0.0086,0.0086,0.0086,-0.0086,0.0086,0.0086,-0.0086,-0.0086,0.0086,0.0086,0.0086,0.0086,0.0086,0.0057,0.0086,0.0086,0.0086,0.0057,0.0086
199601,-0.0262,0.003,0.0262,0.0262,0.0262,-0.0262,0.0262,0.0262,0.0262,0.0262,-0.0262,-0.0262,0.003,0.003,0.003,0.003,-0.003,0.003,0.003,-0.003,0.003,0.003,0.003,0.003,0.003,0.003,-0.0262,0.003,0.003,-0.0262,0.003,0.003
199602,0.0188,-0.0142,-0.0188,-0.0188,-0.0188,0.0188,-0.0188,-0.0188,-0.0188,-0.0188,0.0188,-0.0188,-0.0142,-0.0142,-0.0142,-0.0142,0.0142,-0.0142,-0.0142,-0.0142,-0.0142,-0.0142,-0.0142,-0.0142,-0.0142,-0.0142,0.0188,-0.0142,-0.0142,0.0188,-0.0142,-0.0142
199603,0.013,0.01,-0.013,-0.013,-0.013,0.013,-0.013,0.013,-0.013,0.013,0.013,-0.013,0.01,0.01,0.01,0.01,-0.01,0.01,0.01,-0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.013,0.01,0.01,0.01,0.01,0.01
199604,0.0492,-0.039,-0.0492,-0.0492,-0.0492,0.0492,-0.0492,0.0492,-0.0492,-0.0492,-0.0492,-0.0492,-0.039,-0.039,-0.039,-0.039,0.039,-0.039,-0.039,-0.039,-0.039,-0.039,-0.039,-0.039,-0.039,-0.039,0.0492,-0.039,-0.039,-0.039,-0.039,-0.039
199605,0.0304,-0.012,-0.0304,-0.0304,-0.0304,0.0304,-0.0304,0.0304,-0.0304,0.0304,-0.0304,-0.0304,-0.012,0.012,-0.012,-0.012,0.012,-0.012,-0.012,-0.012,-0.012,-0.012,-0.012,-0.012,-0.012,-0.012,0.0304,-0.012,-0.012,-0.012,-0.012,-0.012
199606,-0.0358,0.0156,-0.0358,0.0358,-0.0358,-0.0358,-0.0358,-0.0358,0.0358,0.0358,0.0358,0.0358,0.0156,0.0156,0.0156,0.0156,0.0156,-0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,-0.0358,0.0156,0.0156,0.0156,0.0156,0.0156
199607,-0.0383,0.0445,0.0383,0.0383,0.0383,0.0383,-0.0383,0.0383,0.0383,0.0383,0.0383,0.0383,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,-0.0383,0.0445,0.0445,-0.0383,0.0445,0.0445
199608,0.023,-0.0046,-0.023,-0.023,-0.023,-0.023,0.023,-0.023,-0.023,0.023,0.023,-0.023,-0.0046,-0.0046,-0.0046,-0.0046,-0.0046,-0.0046,-0.0046,0.0046,0.0046,-0.0046,-0.0046,-0.0046,-0.0046,-0.0046,0.023,-0.0046,-0.0046,0.023,-0.0046,-0.0046
199609,-0.0088,-0.0314,0.0088,0.0088,-0.0088,-0.0088,-0.0088,-0.0088,0.0088,0.0088,-0.0088,0.0088,-0.0314,-0.0314,-0.0314,-0.0314,-0.0314,0.0314,-0.0314,0.0314,-0.0314,-0.0314,-0.0314,-0.0314,-0.0314,-0.0314,-0.0088,-0.0314,-0.0314,-0.0088,-0.0314,-0.0314
199610,-0.0444,0.0512,0.0444,-0.0444,-0.0444,-0.0444,-0.0444,-0.0444,-0.0444,-0.0444,0.0444,0.0444,0.0512,0.0512,0.0512,0.0512,0.0512,0.0512,0.0512,0.0512,0.0512,-0.0512,0.0512,0.0512,0.0512,0.0512,-0.0444,0.0512,-0.0444,0.0512,-0.0444,0.0512
199611,-0.0389,0.0116,0.0389,0.0389,-0.0389,0.0389,-0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,-0.0389,0.0116,-0.0389,0.0116,0.0116,0.0116
199612,0.032,0.009,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,-0.032,0.009,0.009,0.009,0.009,0.009,0.009,0.009,-0.009,0.009,-0.009,0.009,0.009,0.009,0.009,0.032,0.009,0.032,0.009,0.009,0.009
199701,-0.0184,-0.0164,0.0184,0.0184,0.0184,-0.0184,-0.0184,0.0184,-0.0184,-0.0184,0.0184,0.0184,-0.0164,-0.0164,-0.0164,-0.0164,-0.0164,-0.0164,-0.0164,0.0164,-0.0164,0.0164,-0.0164,-0.0164,-0.0164,-0.0164,-0.0184,-0.0184,-0.0184,-0.0164,-0.0164,-0.0164
199702,-0.029,0.0519,0.029,0.029,-0.029,-0.029,-0.029,0.029,-0.029,-0.029,0.029,0.029,0.0519,0.0519,0.0519,0.0519,0.0519,0.0519,0.0519,-0.0519,0.0519,-0.0519,0.0519,0.0519,0.0519,0.0519,-0.029,0.0519,-0.029,-0.029,0.0519,0.0519
199703,-0.0038,0.0381,0.0038,0.0038,0.0038,0.0038,-0.0038,0.0038,0.0038,-0.0038,0.0038,0.0038,0.0381,0.0381,0.0381,0.0381,0.0381,0.0381,0.0381,0.0381,0.0381,0.0381,0.0381,0.0381,0.0381,0.0381,-0.0038,0.0381,-0.0038,-0.0038,0.0381,0.0381
199704,-0.0566,-0.0007,0.0566,0.0566,0.0566,0.0566,-0.0566,0.0566,0.0566,-0.0566,0.0566,0.0566,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0566,-0.0007,-0.0566,-0.0007,-0.0007,-0.0007
199705,0.0489,-0.0387,-0.0489,-0.0489,-0.0489,0.0489,0.0489,-0.0489,-0.0489,0.0489,0.0489,-0.0489,-0.0387,-0.0387,-0.0387,-0.0387,-0.0387,-0.0387,-0.0387,-0.0387,-0.0387,0.0387,-0.0387,-0.0387,-0.0387,-0.0387,0.0489,-0.0387,0.0489,0.0489,-0.0387,-0.0387
199706,0.0132,0.0123,-0.0132,-0.0132,-0.0132,0.0132,0.0132,0.0132,-0.0132,-0.0132,0.0132,-0.0132,0.0123,-0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123,-0.0123,0.0123,0.0123,0.0123,0.0132,0.0123,0.0132,0.0123,0.0123,0.0123,0.0123
199707,-0.028,0.0084,0.028,0.028,0.028,-0.028,-0.028,-0.028,0.028,-0.028,0.028,0.028,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,-0.028,0.0084,0.0084,-0.028,0.0084,0.0084,0.0084
199708,0.0731,0.0138,-0.0731,-0.0731,-0.0731,0.0731,0.0731,-0.0731,0.0731,0.0731,-0.0731,-0.0731,0.0138,-0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,-0.0138,0.0138,0.0138,0.0138,0.0731,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138
199709,0.0261,0.0002,-0.0261,-0.0261,-0.0261,0.0261,0.0261,-0.0261,-0.0261,0.0261,-0.0261,-0.0261,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,-0.0002,0.0002,-0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0261,0.0261,0.0261,0.0002
199710,-0.0068,0.0196,0.0068,0.0068,0.0068,-0.0068,-0.0068,-0.0068,0.0068,-0.0068,0.0068,0.0068,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,-0.0196,-0.0196,0.0196,0.0196,-0.0068,0.0196,-0.0068,0.0196,0.0196,0.0196,-0.0068,-0.0068,0.0196
199711,-0.0494,0.0078,0.0494,0.0494,0.0494,0.0494,-0.0494,0.0494,0.0494,-0.0494,0.0494,0.0494,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,-0.0078,-0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,-0.0494,0.0078,0.0078
199712,-0.0235,0.0346,0.0235,0.0235,0.0235,-0.0235,-0.0235,0.0235,0.0235,0.0235,-0.0235,0.0235,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,-0.0235,0.0346,-0.0235,0.0346,0.0346,0.0346,-0.0235,-0.0235,0.0346
199801,-0.0115,-0.0145,0.0115,0.0115,0.0115,0.0115,-0.0115,0.0115,0.0115,0.0115,-0.0115,0.0115,-0.0145,-0.0145,-0.0145,-0.0145,-0.0145,-0.0145,-0.0145,0.0145,-0.0145,-0.0145,-0.0145,-0.0145,-0.0145,-0.0145,-0.0145,-0.0145,-0.0145,-0.0115,-0.0115,-0.0145
199802,0,-0.0013,0,0,0,0,0,0,0,0,0,0,-0.0013,-0.0013,-0.0013,-0.0013,-0.0013,-0.0013,-0.0013,0.0013,0.0013,-0.0013,-0.0013,0,-0.0013,-0.0013,-0.0013,-0.0013,-0.0013,0,0,-0.0013
199803,-0.0094,0.0106,0.0094,-0.0094,-0.0094,-0.0094,-0.0094,-0.0094,0.0094,-0.0094,-0.0094,0.0094,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,-0.0106,-0.0106,0.0106,0.0106,-0.0094,0.0106,-0.0094,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106
199804,0.0021,0.0074,-0.0021,-0.0021,-0.0021,0.0021,0.0021,-0.0021,-0.0021,-0.0021,0.0021,-0.0021,0.0074,0.0074,0.0074,0.0074,0.0074,0.0074,0.0074,-0.0074,-0.0074,0.0074,0.0074,0.0021,0.0074,0.0021,0.0074,0.0074,0.0074,0.0074,0.0074,0.0074
199805,-0.0375,0.0416,0.0375,0.0375,0.0375,0.0375,-0.0375,0.0375,0.0375,-0.0375,-0.0375,0.0375,0.0416,0.0416,0.0416,0.0416,0.0416,0.0416,0.0416,0.0416,-0.0416,0.0416,0.0416,-0.0375,0.0416,0.0416,0.0416,0.0416,0.0416,-0.0375,-0.0375,0.0416
199806,-0.0316,-0.0232,0.0316,0.0316,0.0316,0.0316,-0.0316,0.0316,0.0316,0.0316,-0.0316,0.0316,-0.0232,-0.0232,-0.0232,-0.0232,-0.0232,-0.0232,-0.0232,-0.0232,-0.0232,-0.0232,-0.0232,-0.0232,-0.0232,-0.0232,-0.0232,-0.0232,-0.0232,-0.0232,-0.0316,-0.0232
199807,-0.0512,-0.0097,0.0512,0.0512,0.0512,-0.0512,-0.0512,0.0512,0.0512,0.0512,-0.0512,0.0512,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097,-0.0512,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097
199808,-0.053,0.0341,0.053,0.053,0.053,0.053,-0.053,0.053,0.053,-0.053,-0.053,0.053,0.0341,0.0341,0.0341,0.0341,0.0341,0.0341,0.0341,0.0341,0.0341,0.0341,0.0341,-0.053,0.0341,0.0341,0.0341,0.0341,0.0341,-0.053,-0.053,0.0341
199809,-0.0012,-0.0331,0.0012,0.0012,0.0012,0.0012,-0.0012,0.0012,0.0012,0.0012,-0.0012,0.0012,-0.0331,-0.0331,-0.0331,-0.0331,-0.0331,-0.0331,-0.0331,-0.0331,0.0331,-0.0331,-0.0331,-0.0331,-0.0331,-0.0331,-0.0331,-0.0331,-0.0331,-0.0331,-0.0012,-0.0331
199810,-0.0332,-0.022,0.0332,0.0332,0.0332,-0.0332,-0.0332,-0.0332,0.0332,0.0332,-0.0332,0.0332,-0.022,-0.022,-0.022,-0.022,-0.022,-0.022,-0.022,-0.022,-0.022,0.022,-0.022,-0.0332,-0.022,-0.0332,-0.022,-0.0332,-0.022,-0.0332,-0.0332,-0.0332
199811,0.0107,-0.0314,-0.0107,-0.0107,-0.0107,0.0107,0.0107,0.0107,0.0107,-0.0107,-0.0107,-0.0107,-0.0314,-0.0314,-0.0314,-0.0314,-0.0314,-0.0314,-0.0314,0.0314,-0.0314,0.0314,-0.0314,0.0107,-0.0314,0.0107,-0.0314,-0.0314,-0.0314,0.0107,-0.0314,0.0107
199812,-0.0033,-0.0446,0.0033,0.0033,0.0033,-0.0033,-0.0033,-0.0033,-0.0033,-0.0033,0.0033,0.0033,-0.0446,-0.0446,-0.0446,-0.0446,-0.0446,-0.0446,-0.0446,-0.0446,-0.0446,0.0446,-0.0446,-0.0446,-0.0446,-0.0033,-0.0446,-0.0446,-0.0446,-0.0033,-0.0033,-0.0033
199901,0.0039,-0.0403,-0.0039,-0.0039,-0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,-0.0039,-0.0403,-0.0403,-0.0403,-0.0403,-0.0403,-0.0403,-0.0403,-0.0403,-0.0403,0.0403,-0.0403,0.0039,-0.0403,0.0039,-0.0403,-0.0403,-0.0403,0.0039,-0.0403,0.0039
199902,-0.0568,0.014,0.0568,0.0568,0.0568,-0.0568,-0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.014,0.014,0.014,0.014,0.014,0.014,0.014,-0.014,0.014,0.014,0.014,0.014,0.014,-0.0568,0.014,0.014,0.014,-0.0568,0.014,0.014
199903,-0.0394,-0.0264,0.0394,0.0394,0.0394,0.0394,-0.0394,0.0394,0.0394,-0.0394,-0.0394,0.0394,-0.0264,-0.0264,-0.0264,-0.0264,-0.0264,-0.0264,-0.0264,-0.0264,-0.0264,-0.0264,-0.0264,-0.0264,-0.0264,-0.0264,-0.0264,-0.0264,-0.0264,-0.0394,-0.0394,-0.0264
199904,0.0399,0.0251,-0.0399,-0.0399,-0.0399,0.0399,0.0399,-0.0399,-0.0399,-0.0399,0.0399,-0.0399,0.0251,0.0251,0.0251,0.0251,0.0251,0.0251,0.0251,0.0251,0.0251,0.0251,0.0251,0.0251,0.0251,0.0399,0.0251,0.0251,0.0251,0.0399,0.0251,0.0251
199905,0.0342,0.024,-0.0342,-0.0342,-0.0342,0.0342,0.0342,-0.0342,-0.0342,-0.0342,0.0342,-0.0342,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0342,0.024,0.024,0.024,0.024,0.024,0.024
199906,0.0306,-0.0359,-0.0306,-0.0306,-0.0306,-0.0306,-0.0306,-0.0306,-0.0306,-0.0306,-0.0306,-0.0306,-0.0359,-0.0359,-0.0359,-0.0359,0.0359,-0.0359,-0.0359,0.0359,-0.0359,-0.0359,-0.0359,-0.0359,-0.0359,-0.0359,-0.0359,-0.0359,-0.0359,0.0306,-0.0359,-0.0359
199907,0.0266,-0.0077,-0.0266,-0.0266,-0.0266,0.0266,-0.0266,-0.0266,-0.0266,-0.0266,0.0266,-0.0266,-0.0077,-0.0077,-0.0077,-0.0077,0.0077,-0.0077,-0.0077,-0.0077,-0.0077,0.0077,-0.0077,-0.0077,-0.0077,0.0266,-0.0077,-0.0077,-0.0077,0.0266,0.0266,-0.0077
199908,-0.0127,-0.0131,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,-0.0131,-0.0131,-0.0131,-0.0131,0.0131,-0.0131,-0.0131,-0.0131,-0.0131,0.0131,-0.0131,-0.0131,-0.0131,-0.0131,-0.0131,-0.0131,-0.0131,-0.0131,-0.0131,-0.0131
199909,0.0333,-0.0339,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,0.0333,0.0333,-0.0333,-0.0339,-0.0339,-0.0339,-0.0339,0.0339,-0.0339,-0.0339,-0.0339,-0.0339,-0.0339,-0.0339,-0.0339,-0.0339,-0.0339,-0.0339,-0.0339,-0.0339,0.0333,-0.0339,-0.0339
199910,-0.0694,-0.0288,0.0694,0.0694,0.0694,-0.0694,0.0694,0.0694,0.0694,-0.0694,-0.0694,0.0694,0.0288,-0.0288,-0.0288,-0.0288,0.0288,-0.0288,0.0288,0.0288,0.0288,0.0288,-0.0288,-0.0288,-0.0288,-0.0288,-0.0288,-0.0288,-0.0694,-0.0694,-0.0694,-0.0694
199911,0.0738,-0.065,-0.0738,-0.0738,-0.0738,-0.0738,-0.0738,-0.0738,-0.0738,0.0738,0.0738,-0.0738,0.065,-0.065,-0.065,-0.065,0.065,-0.065,0.065,0.065,-0.065,0.065,-0.065,-0.065,-0.065,-0.065,-0.065,-0.065,0.0738,-0.065,0.0738,0.0738
199912,0.0715,-0.0867,-0.0715,-0.0715,-0.0715,0.0715,-0.0715,-0.0715,-0.0715,-0.0715,-0.0715,-0.0715,-0.0867,-0.0867,-0.0867,-0.0867,0.0867,-0.0867,-0.0867,0.0867,0.0867,-0.0867,-0.0867,-0.0867,-0.0867,0.0715,-0.0867,-0.0867,0.0715,0.0715,-0.0867,0.0715
200001,0.0495,-0.0031,-0.0495,-0.0495,-0.0495,0.0495,-0.0495,0.0495,-0.0495,-0.0495,-0.0495,-0.0495,-0.0031,-0.0031,-0.0031,-0.0031,0.0031,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,0.0495,-0.0031,0.0495,0.0495,-0.0031,-0.0031,0.0495
200002,0.2171,-0.0993,-0.2171,-0.2171,-0.2171,-0.2171,-0.2171,-0.2171,-0.2171,-0.2171,-0.2171,-0.2171,-0.0993,-0.0993,-0.0993,-0.0993,0.0993,-0.0993,-0.0993,0.0993,0.0993,-0.0993,-0.0993,-0.0993,-0.0993,-0.0993,-0.0993,-0.0993,0.2171,-0.0993,-0.0993,0.2171
200003,-0.1687,0.0737,-0.1687,-0.1687,-0.1687,-0.1687,0.1687,-0.1687,0.1687,0.1687,0.1687,0.1687,0.0737,0.0737,0.0737,0.0737,-0.0737,0.0737,0.0737,-0.0737,-0.0737,0.0737,-0.1687,0.0737,0.0737,-0.1687,0.0737,0.0737,-0.1687,0.0737,0.0737,-0.1687
200004,-0.0775,0.086,0.0775,-0.0775,-0.0775,-0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.086,0.086,0.086,0.086,-0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,-0.0775,0.086,0.086,-0.0775
200005,-0.0511,0.0256,0.0511,0.0511,0.0511,0.0511,0.0511,0.0511,0.0511,-0.0511,0.0511,0.0511,0.0256,0.0256,0.0256,0.0256,-0.0256,0.0256,0.0256,0.0256,-0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,-0.0511,-0.0511,0.0256,-0.0511
200006,0.1386,-0.0986,-0.1386,-0.1386,-0.1386,-0.1386,0.1386,-0.1386,-0.1386,0.1386,-0.1386,-0.1386,-0.0986,-0.0986,-0.0986,-0.0986,0.0986,0.0986,-0.0986,-0.0986,0.0986,-0.0986,-0.0986,-0.0986,-0.0986,-0.0986,-0.0986,-0.0986,0.1386,-0.0986,-0.0986,0.1386
200007,-0.0279,0.0814,-0.0279,-0.0279,-0.0279,-0.0279,-0.0279,-0.0279,0.0279,-0.0279,0.0279,0.0279,-0.0814,0.0814,0.0814,0.0814,-0.0814,0.0814,0.0814,0.0814,-0.0814,0.0814,-0.0279,0.0814,0.0814,-0.0279,0.0814,0.0814,-0.0279,0.0814,0.0814,-0.0279
200008,-0.0113,-0.0068,0.0113,0.0113,0.0113,0.0113,-0.0113,0.0113,0.0113,0.0113,0.0113,0.0113,-0.0068,-0.0068,-0.0068,-0.0068,0.0068,-0.0068,-0.0068,0.0068,-0.0068,-0.0068,-0.0068,-0.0068,-0.0068,-0.0068,-0.0068,-0.0068,-0.0113,-0.0068,-0.0068,-0.0113
200009,-0.0139,0.0624,-0.0139,-0.0139,-0.0139,-0.0139,-0.0139,0.0139,0.0139,-0.0139,0.0139,0.0139,0.0624,0.0624,0.0624,0.0624,-0.0624,-0.0624,0.0624,0.0624,0.0624,0.0624,-0.0139,0.0624,0.0624,-0.0139,0.0624,0.0624,-0.0139,0.0624,0.0624,-0.0139
200010,-0.0376,0.0552,0.0376,0.0376,0.0376,0.0376,-0.0376,0.0376,0.0376,-0.0376,-0.0376,0.0376,0.0552,0.0552,0.0552,0.0552,-0.0552,0.0552,0.0552,-0.0552,-0.0552,-0.0552,0.0552,0.0552,0.0552,0.0552,0.0552,0.0552,0.0552,0.0552,-0.0376,0.0552
200011,-0.0279,0.113,0.0279,0.0279,0.0279,0.0279,-0.0279,0.0279,0.0279,-0.0279,-0.0279,0.0279,0.113,0.113,0.113,0.113,-0.113,0.113,0.113,-0.113,-0.113,-0.113,0.113,0.113,0.113,0.113,0.113,-0.0279,0.113,-0.0279,-0.0279,0.113
200012,0.0097,0.0733,-0.0097,-0.0097,-0.0097,-0.0097,0.0097,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097,0.0733,0.0733,0.0733,0.0733,-0.0733,-0.0733,0.0733,0.0733,-0.0733,-0.0733,0.0733,0.0733,0.0733,0.0733,0.0733,0.0733,0.0733,0.0097,0.0733,0.0733
