,Mkt-RF_prev,RF_prev,SMB_prev_month,HML_prev_month,SMB_prev_year,HML_prev_year,12m_nom_gdp_forecast,12m_ip_growth_forecast,12m_cpi_forecast,12m_real_gdp_forecast_calculated,12m_real_ip_growth_calculated,12m_unemployment_rate,year_of_deficit_pct_gdp,shiller_cape,seasoned_corp_bond_yield_prev_month,ttm_pe_previous_month,sp500_return_prev_month,sp500_return_prev_yr,TS_Slope_Change_prev,TS_Level_Change_prev,Business_Confidence_chg_prev,IP_chg_prev,Spread_chg_prev,Div_yield_chg_prev,12m_nom_gdp_forecast_changerate,12m_ip_growth_forecast_changerate,12m_cpi_forecast_changerate,12m_unemployment_rate_changerate
1,0.41861450953015816,0.5129493243567058,0.10640812568484039,0.1278266307382825,0.3157360576928839,0.17732157313295913,0.14847611151457774,0.028228384575801086,0.15114451272524082,0.06161904355684484,0.09039159973188261,0.08844092209159768,0.08861706580900518,0.0204502062606203,0.2844291052300227,0.2313989311931797,0.3835312769697228,0.1712832559049269,0.0021661281844577835,0.08005968453539737,0.25718600623033994,0.1329718708782762,0.0061186260645916014,0.05102541622997921,0.13963984022397066,0.211177125220896,0.1531164927020125,0.1926494912181754
2,0.39250724512566876,0.4858704859382922,0.12277383318188065,0.15227994865299807,0.27455542019895757,0.18285812116238043,0.11995760093230315,0.04875553491024235,0.148412976303786,0.022633744767273412,0.09481294627187295,0.11980075929923045,0.11278615867405083,0.005022589425240693,0.2697188791358627,0.2550203004413011,0.36301074848651205,0.1401286247197265,0.021225373006616127,0.08290354595850391,0.2752853198106164,0.13682757478093677,0.0009872211879395386,0.11136929166458304,0.15790030339222122,0.19577160676441985,0.18080305342379804,0.1800760192636637
3,0.640466581051418,0.7849735791530088,0.3730196633674998,0.3061753773384862,0.515888095050876,0.3270644472798077,0.07388944045890279,0.2786798047040499,0.16380370946895983,0.05497319021424005,0.19765483756267532,0.31626652046579956,0.059876578349194465,0.08526704905701184,0.1581832330296266,0.5396588047952744,0.586684556864602,0.1615444738501535,0.14908801768916813,0.1972063790371804,0.6792316931989059,0.3405209108451269,0.007355110380439279,0.1630226612516217,0.24048476514757802,0.39667788446119695,0.5486468353797973,0.3677957916369177
4,0.9458132952255593,1.422910238058158,0.6054113557743591,0.28799956416799943,1.2122181216781691,0.6678947662940138,0.028376163862544372,0.7002359645441525,0.13569571065128566,0.1618962650587102,0.3422508792113963,0.5126101822854152,0.11902191030138748,0.05237839260802572,0.13206198909716588,0.8652401701848635,0.7888613410887501,0.309318349265869,0.26973674507425316,0.44273401119247546,1.395062504607366,1.057199306267355,0.1542095584960256,0.23162027896272352,0.3546641484762289,0.5076116093709659,0.7399786875693594,0.6345112887640013
5,0.7761022895334831,1.0730485738694113,0.23915334594550997,0.15183637269641548,0.5556624776118154,0.4035925287717946,0.0721673420952146,0.14390380479742151,0.28260449063515164,0.21535182603855618,0.23065494795785876,0.6051685903680639,0.18146201978374926,0.14138081531679475,0.22545868031031507,0.6850033123322491,0.6686130311082049,0.20397294574508432,0.03402840184931694,0.4300832564267589,0.9304312804522302,0.7759595001280551,0.02166118575132917,0.18658096730579546,0.5317486353289962,0.5696732324653939,0.4646620076186229,0.3770551606840259
6,0.7398678948177505,0.8251102233757514,0.2555705643813019,0.19788463066272338,0.40172228008105054,0.3215629127148453,0.11117947289336497,0.05782440860086447,0.3895081189568866,0.2719785940085688,0.35457287641838253,0.6146279073432138,0.22617365548978985,0.16003548529163392,0.2546173925319691,0.5701632892845118,0.6359076920709064,0.22990737092183844,0.09332370740577645,0.6163411517505274,0.7252410304817579,0.754416722709574,0.23170324566687403,0.19798414079046073,0.5318939937219939,0.4958446751299517,0.23603698560998237,0.5502972969947081
7,0.705464840806448,0.6499080419131499,0.17703027821580655,0.19472107777668143,0.16066848748944032,0.133333027862094,0.23712249857841897,0.04082243073221295,0.3949158100121727,0.08494956784808472,0.40133273706301686,0.5234291339291125,0.1696218487663784,0.30006126753287965,0.4252881306811594,0.5509743841871307,0.6353263836886158,0.25410092506218857,0.01561500058735368,0.43775911525352357,0.5482750675982325,0.5360340792541154,0.13011462038934682,0.14009734594737497,0.28049617481979655,0.11947719519594954,0.047684386591188545,0.6090298284508
8,0.6495216991230001,0.7665903997477493,0.18498137755908056,0.2682600619993123,0.09181723629479101,0.05912710624614411,0.5293166899909437,0.1314735514403063,0.5914029263340582,0.1405565115379516,0.39554519894320644,0.5603079823070887,0.18292629268535085,0.5226347406133875,0.6221100607303354,0.06497352425216309,0.5665421942626467,0.39546661272010303,0.030991263213587784,0.49462497611055645,0.5022393029433507,0.4646409352830212,0.12717097764825364,0.21281095719260765,0.1818835821713232,0.019332127296068848,0.11792627249719378,0.5285260216580527
9,1.1139414252887585,1.5189444841541395,0.6353861276440249,0.23103677644557633,0.7307612917488006,0.07450489780803153,1.2727101512423287,0.35418877146248834,1.17064358972045,0.6003880690131672,0.8765254083265477,0.8135547075132233,0.9278712351952121,0.7770801072317663,1.0161244564622485,0.23053985512821698,0.8708123914310051,0.7011011408683239,0.08221820629232603,1.0871365940262343,1.3318553016233805,0.9769084923107072,0.29924445036891345,0.6224960345731841,0.41816360618774756,0.29925004021484736,0.20411053340555885,1.2373781137388944
10,0.9729312427294493,0.9285224802129377,0.08822775526273074,0.02215806383572063,0.043527413699235365,0.12682612236942994,0.5630264201222027,0.16776763523662233,0.55894124601437,0.22675724127687322,0.6070064416993848,0.5133586286949017,0.0146301469288953,0.4358743531243707,0.6638052476461318,0.0050981701794651155,0.8325295478909409,0.969759810966054,0.11057667151640149,0.5270600132446059,0.6618678641324643,0.6267283646152914,0.44236457319576566,0.30004251972668755,0.3147302159736879,0.5584538547857172,0.22841194119810035,1.059471789349119
