,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.07060399725938081,0.034345898459085714,0.058118972340771215,0.036603363650341,0.05698765172881219,0.023125501916352893,0.01185360268537198,0.018627654507906967,0.026143683980344008,0.02274093135325563,0.01701027884076526,0.02718203563071118,0.023078087328772,0.04553719764605013,0.025580746175106923,0.0655642386800398,0.0989586720971814,0.03499599049702062,0.042780047623576616,0.021682098865632285,0.049336040987854074,0.024399425578038026,0.029857532128109966,0.03354914382809237,0.01411363872896884,0.015669531371939924,0.024348677612122227,0.047205358498396015
1,0.117341154465727,0.026238005468270695,0.05983349152751333,0.033736921732543314,0.062485512452614564,0.038797029329362624,0.01880573746379444,0.01676162431674311,0.027417887454008073,0.006314807285413327,0.02181969362480764,0.02342355913074004,0.019997813079861704,0.06689572843045952,0.019875018939846327,0.0613527612383334,0.10501090143625308,0.019678686837948805,0.01981382566810405,0.018318786605844965,0.0370199588560304,0.02055870865150709,0.015877514047546733,0.060703351278381,0.01277377459039831,0.01933691654400511,0.016816451874052396,0.03299437766988901
2,0.10260994068637257,0.014478526425955162,0.05329646815413696,0.04009528022798291,0.07114985464821333,0.026343931970808088,0.02625428424955305,0.016932241996900396,0.03352211930605349,0.026244143982923917,0.012258510233891112,0.011528034079017051,0.01782236151943967,0.06840977190552089,0.014994054863031105,0.03756002728620127,0.10443991800693318,0.04750457360699143,0.0228665960520732,0.028177369646139896,0.035337017624889756,0.01434221376066921,0.017853272949891,0.064426324827772,0.014433561237391958,0.012093387314419437,0.014304605102195899,0.050721608334632025
3,0.09149050057452862,0.018340955258935913,0.07443432987019476,0.028607031421781226,0.07757114212574448,0.016527746762572605,0.013836890449301713,0.019309112940593717,0.03345042221172702,0.012233063271754867,0.01814782913611327,0.018322098513946013,0.018479467720060275,0.06704094505151534,0.0204593032585866,0.05444614457705057,0.08042477150532683,0.04511884168416898,0.012299207882826273,0.02517332954682168,0.04218143247032988,0.027167262074915103,0.026625602656258414,0.04933348588579062,0.017918401699611907,0.017774098316487744,0.019875056710598256,0.05341152642245734
4,0.10302904855745881,0.010056963177582012,0.07149045689490661,0.025725946612050944,0.09491345463952165,0.01971060941512163,0.03130487301980113,0.01937301048031618,0.02478712514253163,0.016073042498087733,0.02097869453844953,0.015033826795702462,0.018982114256356427,0.05787918412126619,0.02130098433270048,0.048907117825252,0.07931979635991575,0.0488898380686659,0.02524998303549185,0.030744845353262818,0.04858974964219466,0.024531630852264175,0.023974318214601293,0.028005201945008627,0.016273940529850765,0.011963447551658145,0.017386771496030583,0.04552402464394998
5,0.08140899956990247,0.02184228669599212,0.12206426612825684,0.031892261495747504,0.06700509105642388,0.036187103605204975,0.021475327131739656,0.022019295379634648,0.01749936522921885,0.00979743012235327,0.023161138678482008,0.0209649397571977,0.016458282693350305,0.0616180918043058,0.024295968238810514,0.04220137865326419,0.07143439622288088,0.033771408265570166,0.024077977339864397,0.03275709634215211,0.03304275365070222,0.027846803187792805,0.038133158317027294,0.03004291699421871,0.02438550387334958,0.008963445762717414,0.012308315134365753,0.04334499866947393
6,0.08137760930528508,0.0275817197782821,0.08891035060250357,0.020721496665405462,0.04993496396223155,0.0165120598719652,0.025466536139124217,0.04057624033476615,0.022909327070291533,0.023472198271907826,0.011770180169931484,0.017296521294315473,0.013248925348850924,0.0662153559135059,0.011184555575986214,0.07842767974776138,0.07661290879594507,0.04938529749885721,0.029077949525121136,0.025234377909763957,0.02169763492726813,0.03746847659768914,0.020616921579253145,0.03486846531785655,0.010939730145242344,0.013748790612929771,0.026900869143365994,0.057842857894593515
7,0.12520119199301172,0.021504179548297465,0.08926421196203163,0.04086519361147047,0.05723984626073496,0.017187958019490083,0.018318066767208395,0.013639410708838643,0.02826060887795011,0.0153593693547532,0.024210612794069945,0.02675628081528216,0.018053768318991803,0.04666194556532728,0.013376447667213883,0.046315944138930074,0.09573456310018749,0.03363771586951683,0.0264065401632656,0.036704778699120214,0.030781237930733497,0.030788640047206148,0.023225254083886714,0.03418225205248901,0.012710007933707933,0.013568908737965424,0.01549167091516641,0.04455339406315284
8,0.09190569315085476,0.009817301729477429,0.11080279827867778,0.02249508091814832,0.07644887722879463,0.01689901233578526,0.018748866894544164,0.027732426500034935,0.01649196536752928,0.013364193778880585,0.013074670964601694,0.01596581386018286,0.009715027473939482,0.05426129485773577,0.023364731695115427,0.04871675538686116,0.10739745763800414,0.04508164877632544,0.024342358739253257,0.03337768078637332,0.030934419638096705,0.030958663840000063,0.02578330282933746,0.03720586561703499,0.021391392032365276,0.014817537651166154,0.014154536305398415,0.04475062572548127
9,0.11126110907709011,0.011479458569807737,0.08197223431253134,0.018685087608635444,0.07098727899202006,0.02340268207536559,0.022674006688761527,0.016657512575560314,0.033294298346206855,0.014444017054625374,0.012264471070828833,0.02313622089487724,0.010800706472709469,0.03390347308220975,0.021660411017744307,0.026228628290651413,0.11907721788412318,0.040015496433083816,0.018215624325455558,0.03814372435882694,0.026238870360225843,0.04168671173978181,0.028064776934223552,0.05551491230898159,0.02476011020613623,0.01146013992119821,0.02018879845263696,0.04378202094570101
